level_0,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,accel-start-time,gyro-start-time,accel-end-time,gyro-end-time,activity code,index,user,serial,csv,timestamp diff,standard activity code
340840,0.05419935,-0.036612846,0.13987805,-0.030690074,-0.015691577,0.0009963531,1.511,1.52,1.511,1.52,0,1,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340841,0.0066709165,-0.05457683,0.19942792,-0.025031174,-0.032108463,0.002439973,1.521,1.53,1.521,1.53,0,2,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340842,0.027842507,-0.024527581,0.1082281,-0.005376323,-0.034984235,0.010711145,1.531,1.54,1.531,1.54,0,3,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340843,0.01843578,-0.067588024,0.15419073,0.013546148,-0.041312106,0.020796688,1.541,1.55,1.541,1.55,0,4,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340844,0.056852177,-0.033922233,0.15028979,0.06189158,-0.0138764065,0.030268101,1.551,1.56,1.551,1.56,0,5,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340845,-0.029064786,0.05131407,0.007870149,0.055681273,-0.01891404,0.02904235,1.561,1.57,1.561,1.57,0,6,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340846,0.0434855,0.023329478,0.109782115,0.059646733,-0.027759906,0.028819522,1.571,1.58,1.571,1.58,0,7,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340847,0.042511597,0.101026505,0.11847928,0.06337538,-0.018353011,0.02018498,1.581,1.59,1.581,1.59,0,8,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340848,0.04004251,0.071707234,0.037907425,0.042820543,-0.021648645,0.015221642,1.591,1.6,1.591,1.6,0,9,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340849,0.009255081,0.0037194768,0.09502037,0.046158805,-0.027557205,0.009555722,1.601,1.61,1.601,1.61,0,10,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340850,0.049803965,0.010974905,0.112962976,0.054988496,-0.018040631,0.013317669,1.611,1.622,1.611,1.622,0,11,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340851,0.032401096,-0.06423664,0.0892553,0.040155817,-0.017369248,0.015818443,1.623,1.63,1.623,1.63,0,12,1045,1,0.Stand/1045_A_1.csv,0.012000084,1
340852,0.03968287,-0.094423614,0.16214168,0.03196719,-0.016046844,0.014257615,1.631,1.64,1.631,1.64,0,13,1045,1,0.Stand/1045_A_1.csv,0.008000016,1
340853,0.041858956,-0.024473058,0.10128355,0.036679313,-0.011944503,0.008300345,1.641,1.65,1.641,1.65,0,14,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340854,0.061440244,-0.03148471,0.061986335,0.019768916,-0.008154734,0.003674889,1.651,1.66,1.651,1.66,0,15,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340855,0.05689279,-0.02005184,0.07814398,0.007928009,0.0020102332,-0.009152785,1.661,1.67,1.661,1.67,0,16,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340856,-0.0051597133,-0.032506786,0.07316716,0.0029879888,-0.008350083,-0.006191108,1.671,1.68,1.671,1.68,0,17,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340857,0.03232432,-0.05638218,0.09559229,-0.0056724157,-0.0026775692,-5.6710327e-05,1.681,1.69,1.681,1.69,0,18,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340858,0.010103755,-0.07753717,0.0183268,-0.002980147,-0.0043545496,0.004032269,1.691,1.7,1.691,1.7,0,19,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340859,0.014360962,-0.049942255,0.052066863,-0.0048310407,-0.012436031,0.008904597,1.701,1.71,1.701,1.71,0,20,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340860,0.037597448,-0.05161669,0.103169784,-0.0021753467,-0.009973852,0.012667414,1.711,1.72,1.711,1.72,0,21,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340861,-0.0040553287,-0.05732692,0.105566755,0.009389911,-0.015841085,0.015132079,1.727,1.73,1.727,1.73,0,22,1045,1,0.Stand/1045_A_1.csv,0.016000032,1
340862,0.024171583,-0.014735151,0.09742546,0.019311428,-0.023260165,0.013172429,1.731,1.74,1.731,1.74,0,23,1045,1,0.Stand/1045_A_1.csv,0.0039999485,1
340863,0.03227059,0.032943975,0.049131077,0.010303656,-0.027643561,0.00938304,1.741,1.75,1.741,1.75,0,24,1045,1,0.Stand/1045_A_1.csv,0.01000011,1
340864,0.047384664,0.024058688,0.13720065,0.018127546,-0.024947692,0.0034131242,1.751,1.76,1.751,1.76,0,25,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340865,0.028511284,0.043562405,0.074055515,0.010576159,-0.019445248,0.0019446191,1.761,1.77,1.761,1.77,0,26,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340866,0.05831991,0.05938766,0.07196541,-0.002266398,-0.027219005,-0.00216544,1.771,1.78,1.771,1.78,0,27,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340867,0.025801651,0.021392887,0.11418499,-0.002159201,-0.018271811,-0.0022709598,1.781,1.79,1.781,1.79,0,28,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340868,-0.030455694,0.045612775,0.061720543,-0.002922962,-0.034176726,-0.0007686734,1.791,1.8,1.791,1.8,0,29,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340869,0.06593957,0.04667581,0.03620015,-0.011829428,-0.04783865,-0.0038003977,1.801,1.81,1.801,1.81,0,30,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340870,0.045077484,0.0081012705,0.12518021,-0.0020244475,-0.04086649,-0.011833414,1.811,1.82,1.811,1.82,0,31,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340871,0.0047872644,0.0652777,0.060569063,-0.0046294495,-0.049795844,-0.011549024,1.821,1.83,1.821,1.83,0,32,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
340872,0.07472278,0.021853883,0.11072266,-0.01561516,-0.036469072,-0.015906394,1.831,1.84,1.831,1.84,0,33,1045,1,0.Stand/1045_A_1.csv,0.00999999,1
