level_0,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,accel-start-time,gyro-start-time,accel-end-time,gyro-end-time,activity code,index,user,serial,csv,timestamp diff,standard activity code
556434,0.04551854,0.103402,0.037334614,-0.004613499,0.028370172,0.01698781,0.018,0.019,0.018,0.019,0,1,1079,1,0.Stand/1079_A_1.csv,0.009999999,1
556435,-0.016986731,-0.017212527,0.054350518,-0.003906084,0.030572992,0.027122924,0.029,0.028,0.029,0.028,0,2,1079,1,0.Stand/1079_A_1.csv,0.011,1
556436,0.060615342,-0.040933095,0.019384146,-0.0041842903,0.042401142,0.018329155,0.038,0.039,0.038,0.039,0,3,1079,1,0.Stand/1079_A_1.csv,0.009,1
556437,-0.048842583,-0.028174426,0.0697835,0.0133936815,0.047783125,0.0191297,0.052,0.051,0.052,0.051,0,4,1079,1,0.Stand/1079_A_1.csv,0.014000002,1
556438,0.056172404,-0.032205846,0.018838957,0.024461797,0.0526104,0.018812213,0.058,0.059,0.058,0.059,0,5,1079,1,0.Stand/1079_A_1.csv,0.0059999973,1
556439,0.0004752596,-0.027243208,-0.0027118963,0.029093983,0.06343939,0.021087242,0.069,0.068,0.069,0.068,0,6,1079,1,0.Stand/1079_A_1.csv,0.011,1
556440,-0.015223415,-0.03272863,-0.02923756,0.032699898,0.04594382,0.018954597,0.078,0.077,0.078,0.077,0,7,1079,1,0.Stand/1079_A_1.csv,0.009000003,1
556441,-0.0043200864,-0.095884494,-0.01658611,0.0638231,0.032482784,0.020794103,0.088,0.087,0.088,0.087,0,8,1079,1,0.Stand/1079_A_1.csv,0.009999998,1
556442,0.011568812,-0.070155054,0.0047134133,0.10395715,0.004437687,0.0126575865,0.097,0.098,0.097,0.098,0,9,1079,1,0.Stand/1079_A_1.csv,0.009000003,1
556443,-0.017196706,0.015727408,-0.046280935,0.15956974,-0.012454709,0.024626568,0.109,0.108,0.109,0.108,0,10,1079,1,0.Stand/1079_A_1.csv,0.0119999945,1
556444,0.021468101,0.12852669,0.03350973,0.14546205,-0.010201904,0.015188086,0.119,0.118,0.119,0.118,0,11,1079,1,0.Stand/1079_A_1.csv,0.010000005,1
556445,0.06789957,-0.063487194,0.015498517,0.13502242,0.01909345,0.016887967,0.13,0.131,0.13,0.131,0,12,1079,1,0.Stand/1079_A_1.csv,0.0109999925,1
556446,0.089094065,0.07359013,0.12050109,0.11486661,0.059609905,0.014579352,0.139,0.14,0.139,0.14,0,13,1079,1,0.Stand/1079_A_1.csv,0.009000003,1
556447,-0.0008347236,0.03221363,-0.021588447,0.047852375,0.07119207,0.011162411,0.15,0.149,0.15,0.149,0,14,1079,1,0.Stand/1079_A_1.csv,0.011000007,1
556448,0.12083865,0.07431494,-0.047037393,0.00071666786,0.03446655,0.00041791,0.16,0.161,0.16,0.161,0,15,1079,1,0.Stand/1079_A_1.csv,0.00999999,1
556449,-0.0022314545,0.06676159,0.03299787,-0.104139864,0.06188139,-0.007423923,0.17,0.169,0.17,0.169,0,16,1079,1,0.Stand/1079_A_1.csv,0.010000005,1
556450,-0.033361435,-0.12347622,-0.0102721285,-0.14269352,0.033061508,-0.011651109,0.179,0.18,0.179,0.18,0,17,1079,1,0.Stand/1079_A_1.csv,0.009000003,1
556451,0.021797758,-0.20871013,-0.04995492,-0.12565796,0.01678769,-0.0058698426,0.189,0.188,0.189,0.188,0,18,1079,1,0.Stand/1079_A_1.csv,0.00999999,1
556452,0.029131562,-0.048275534,-0.00866324,-0.088651076,0.01938191,-0.011979375,0.2,0.2,0.2,0.2,0,19,1079,1,0.Stand/1079_A_1.csv,0.011000007,1
556453,0.036467075,-0.028122518,-0.023092177,-0.08152425,0.017548934,-0.0033322643,0.209,0.208,0.209,0.208,0,20,1079,1,0.Stand/1079_A_1.csv,0.009000003,1
556454,-0.027289862,-0.057316124,0.002436176,-0.07421797,0.01651756,-0.0051011797,0.221,0.22,0.221,0.22,0,21,1079,1,0.Stand/1079_A_1.csv,0.0119999945,1
556455,-0.015786923,-0.046461057,0.014062326,-0.05681789,-0.004942808,-0.004792643,0.231,0.232,0.231,0.232,0,22,1079,1,0.Stand/1079_A_1.csv,0.010000005,1
556456,0.010265702,0.0018834653,0.0061002327,-0.032195684,-0.020202845,-0.0066174236,0.24,0.241,0.24,0.241,0,23,1079,1,0.Stand/1079_A_1.csv,0.008999988,1
556457,-0.021769539,0.0041916147,0.010793123,-0.016290456,-0.03155961,-0.004073228,0.252,0.25,0.252,0.25,0,24,1079,1,0.Stand/1079_A_1.csv,0.012000009,1
556458,0.057343096,0.033967342,-8.048955e-05,-0.012031836,-0.034496613,-0.006546787,0.261,0.26,0.261,0.26,0,25,1079,1,0.Stand/1079_A_1.csv,0.009000003,1
556459,-0.0060820226,0.038870968,0.014212014,-0.023324601,-0.020589173,-0.010890683,0.272,0.271,0.272,0.271,0,26,1079,1,0.Stand/1079_A_1.csv,0.011000007,1
556460,-0.006502941,-0.017064257,-0.012564043,-0.03765799,-0.012920356,-0.0058566104,0.281,0.282,0.281,0.282,0,27,1079,1,0.Stand/1079_A_1.csv,0.008999974,1
556461,0.028939787,0.0029001238,0.033793062,-0.0471375,0.001932549,-0.012119275,0.29,0.289,0.29,0.289,0,28,1079,1,0.Stand/1079_A_1.csv,0.009000003,1
556462,-0.017626232,-0.013686015,-0.052781984,-0.04912404,0.00527867,-0.010492669,0.302,0.301,0.302,0.301,0,29,1079,1,0.Stand/1079_A_1.csv,0.0119999945,1
556463,-0.028718125,-0.01668294,0.01544838,-0.045081057,0.010257545,-0.004763172,0.312,0.313,0.312,0.313,0,30,1079,1,0.Stand/1079_A_1.csv,0.01000002,1
556464,0.008874737,-0.02573021,-0.034835275,-0.04045761,0.003947706,0.0029710717,0.322,0.321,0.322,0.321,0,31,1079,1,0.Stand/1079_A_1.csv,0.00999999,1
556465,0.018377269,0.046974707,-0.02007352,-0.029969633,0.014492688,0.008824205,0.332,0.331,0.332,0.331,0,32,1079,1,0.Stand/1079_A_1.csv,0.00999999,1
556466,-0.014202004,0.07638359,-0.0065174443,-0.040490147,0.028823778,0.0039404132,0.341,0.342,0.341,0.342,0,33,1079,1,0.Stand/1079_A_1.csv,0.009000003,1
556467,-0.00054668717,0.010523402,-0.034347866,-0.03991167,0.018192783,-0.00037208304,0.352,0.351,0.352,0.351,0,34,1079,1,0.Stand/1079_A_1.csv,0.011000007,1
556468,0.030498357,0.028930465,-0.030176573,-0.030535143,0.019717842,-0.0026415186,0.362,0.363,0.362,0.363,0,35,1079,1,0.Stand/1079_A_1.csv,0.00999999,1
556469,-0.035708018,-7.188157e-05,-0.01723941,-0.028608521,0.030876767,-0.0014248876,0.376,0.375,0.376,0.375,0,36,1079,1,0.Stand/1079_A_1.csv,0.013999999,1
556470,-0.0071426355,-0.049743507,-0.0060937954,-0.020091714,0.025298432,-0.0034959367,0.381,0.382,0.381,0.382,0,37,1079,1,0.Stand/1079_A_1.csv,0.005000025,1
556471,-0.009557871,-0.04485408,0.006910084,-0.0063332836,0.015234433,-0.0053180666,0.391,0.39,0.391,0.39,0,38,1079,1,0.Stand/1079_A_1.csv,0.00999999,1
556472,-0.0040534334,-0.051137034,0.054308712,0.010801677,0.0027708928,-0.0077625453,0.403,0.402,0.403,0.402,0,39,1079,1,0.Stand/1079_A_1.csv,0.0119999945,1
556473,-0.007098884,-0.028654005,0.023197481,0.021980202,0.0005769027,-0.0032963976,0.439,0.437,0.439,0.437,0,40,1079,1,0.Stand/1079_A_1.csv,0.036000013,1
