level_0,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,accel-start-time,gyro-start-time,accel-end-time,gyro-end-time,activity code,index,user,serial,csv,timestamp diff,standard activity code
406643,-0.007915549,-0.01262444,0.01001066,0.0012843979,0.0054820934,-0.00043279864,0.016,0.014,0.016,0.014,0,1,1056,1,0.Stand/1056_A_1.csv,0.010000001,1
406644,-0.008250527,0.02552396,0.0011058915,0.0018137011,0.00541097,0.0010420361,0.025,0.024,0.025,0.024,0,2,1056,1,0.Stand/1056_A_1.csv,0.009,1
406645,0.013683375,-0.004838509,-0.0026438814,-0.00018476718,0.006031803,0.0016149306,0.033,0.034,0.033,0.034,0,3,1056,1,0.Stand/1056_A_1.csv,0.007999999,1
406646,-0.019605469,-0.015417838,0.017462686,0.000940969,0.006308503,0.0003585096,0.044,0.045,0.044,0.045,0,4,1056,1,0.Stand/1056_A_1.csv,0.011,1
406647,-0.0025671485,0.016731046,0.016924273,-0.0044598193,-0.0010532315,-0.0031185504,0.054,0.055,0.054,0.055,0,5,1056,1,0.Stand/1056_A_1.csv,0.010000002,1
406648,-0.0019916396,-0.03669048,0.03802314,-0.0015422823,0.0032737926,0.0036170862,0.065,0.064,0.065,0.064,0,6,1056,1,0.Stand/1056_A_1.csv,0.010999996,1
406649,0.0118427705,-0.015064845,0.0017755749,0.00197751,0.0013204586,0.0036146108,0.074,0.073,0.074,0.073,0,7,1056,1,0.Stand/1056_A_1.csv,0.009000003,1
406650,0.0006852782,-0.01559726,0.017890073,0.008913308,0.004648983,0.0049423063,0.086,0.085,0.086,0.085,0,8,1056,1,0.Stand/1056_A_1.csv,0.012000002,1
406651,0.0002358183,0.016697079,0.0005747983,0.008128291,0.0017018011,0.004076069,0.097,0.098,0.097,0.098,0,9,1056,1,0.Stand/1056_A_1.csv,0.011,1
406652,0.019489143,-0.0017552325,-0.021688383,0.003902816,0.00891639,0.0030477883,0.106,0.105,0.106,0.105,0,10,1056,1,0.Stand/1056_A_1.csv,0.008999996,1
406653,-0.012219952,0.00028162776,0.010508054,0.0035257398,0.0051011783,0.0054858364,0.115,0.114,0.115,0.114,0,11,1056,1,0.Stand/1056_A_1.csv,0.009000003,1
406654,0.0018101189,-0.014399979,-0.007993032,0.0012611637,0.00012394541,0.004123982,0.126,0.125,0.126,0.125,0,12,1056,1,0.Stand/1056_A_1.csv,0.011,1
406655,0.011593953,0.0016382169,0.0034031207,0.0016859148,0.0032826278,0.002920856,0.136,0.135,0.136,0.135,0,13,1056,1,0.Stand/1056_A_1.csv,0.010000005,1
406656,-0.0008918394,-0.008951283,-0.00530025,-0.00069734175,0.00078208756,0.0033514898,0.146,0.147,0.146,0.147,0,14,1056,1,0.Stand/1056_A_1.csv,0.00999999,1
406657,0.003424538,-0.021771645,0.0007891217,0.005951669,0.0045740264,0.004856134,0.155,0.154,0.155,0.154,0,15,1056,1,0.Stand/1056_A_1.csv,0.009000003,1
406658,-0.02423759,-0.026166758,0.008258858,0.010113633,0.0015212072,0.0037775433,0.166,0.167,0.166,0.167,0,16,1056,1,0.Stand/1056_A_1.csv,0.0109999925,1
406659,-0.0040997323,-0.0070769144,-0.0024440193,-0.0005274869,-0.0010742773,-0.00042085454,0.177,0.178,0.177,0.178,0,17,1056,1,0.Stand/1056_A_1.csv,0.011000007,1
