level_0,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,accel-start-time,gyro-start-time,accel-end-time,gyro-end-time,activity code,index,user,serial,csv,timestamp diff,standard activity code
39331,0.046081528,-0.0517266,0.050274767,-0.060057227,0.0007316591,-0.0103048,2.01,2.012,2.01,2.012,0,1,1006,1,0.Stand/1006_A_1.csv,0.009000063,1
39332,-0.017632607,-0.07265817,0.019216197,-0.110036425,0.027864898,-0.009303768,2.02,2.022,2.02,2.022,0,2,1006,1,0.Stand/1006_A_1.csv,0.00999999,1
39333,0.0024768421,-0.02642417,0.036018234,-0.07519578,0.022791028,-0.009469031,2.03,2.032,2.03,2.032,0,3,1006,1,0.Stand/1006_A_1.csv,0.00999999,1
39334,-0.0026554894,-0.044962373,0.013369231,-0.069850095,-0.012071385,-0.01530372,2.04,2.042,2.04,2.042,0,4,1006,1,0.Stand/1006_A_1.csv,0.00999999,1
39335,0.022194477,-0.042982385,0.018159235,-0.053892452,-0.00487393,-0.012938516,2.05,2.052,2.05,2.052,0,5,1006,1,0.Stand/1006_A_1.csv,0.00999999,1
39336,0.02046693,-0.033052363,0.0117196245,-0.040968113,-0.019693764,-0.016359435,2.06,2.062,2.06,2.062,0,6,1006,1,0.Stand/1006_A_1.csv,0.00999999,1
39337,0.023918184,-0.04489021,0.013102071,-0.02836052,-0.013338728,-0.013610716,2.07,2.072,2.07,2.072,0,7,1006,1,0.Stand/1006_A_1.csv,0.00999999,1
39338,-0.03584232,-0.0057901763,-0.021995232,-0.022177655,-0.024207871,-0.009282265,2.08,2.082,2.08,2.082,0,8,1006,1,0.Stand/1006_A_1.csv,0.00999999,1
39339,0.059233006,0.010833773,-0.016790573,-0.024250608,-0.02735382,-0.01003161,2.09,2.092,2.09,2.092,0,9,1006,1,0.Stand/1006_A_1.csv,0.00999999,1
39340,0.039214447,-0.029927306,-0.0091711255,-0.015715457,-0.0056195958,-0.012512034,2.101,2.107,2.101,2.107,0,10,1006,1,0.Stand/1006_A_1.csv,0.011000156,1
