level_0,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,accel-start-time,gyro-start-time,accel-end-time,gyro-end-time,activity code,index,user,serial,csv,timestamp diff,standard activity code
188381,-0.012252182,0.009271504,0.014480016,-0.00016099785,-0.01739864,0.0016709041,0.017,0.018,0.017,0.018,0,1,1024,1,0.Stand/1024_A_1.csv,0.009000001,1
188382,-0.0049924497,0.0082905395,0.008349799,-0.0034662597,-0.031997394,0.0037081824,0.028,0.028,0.028,0.028,0,2,1024,1,0.Stand/1024_A_1.csv,0.011,1
188383,0.036916375,-0.03815745,0.026112355,0.00647749,-0.009917035,0.0022841587,0.037,0.038,0.037,0.038,0,3,1024,1,0.Stand/1024_A_1.csv,0.009,1
188384,-0.01780166,-0.01677782,0.011135111,0.022537371,-0.009065986,0.0035067538,0.048,0.047,0.048,0.047,0,4,1024,1,0.Stand/1024_A_1.csv,0.011,1
188385,0.008441942,-0.004442921,-0.0038786102,0.025652869,-0.01532105,0.008228074,0.057,0.057,0.057,0.057,0,5,1024,1,0.Stand/1024_A_1.csv,0.009,1
188386,0.027849527,0.034082036,0.005340268,0.02789195,-0.0060123377,0.003699094,0.067,0.067,0.067,0.067,0,6,1024,1,0.Stand/1024_A_1.csv,0.010000002,1
188387,0.008477345,0.09533828,-0.04934031,0.004198452,0.0017435075,-0.006019359,0.078,0.077,0.078,0.077,0,7,1024,1,0.Stand/1024_A_1.csv,0.011,1
188388,0.02252812,0.046163622,-0.01823571,-0.018168489,0.018322084,-0.011164399,0.093,0.092,0.093,0.092,0,8,1024,1,0.Stand/1024_A_1.csv,0.015000001,1
188389,0.02015068,0.033871293,-0.028268069,-0.03541025,0.021870704,-0.019275587,0.102,0.101,0.102,0.101,0,9,1024,1,0.Stand/1024_A_1.csv,0.008999996,1
188390,-0.0016256783,0.009182979,-0.029602498,-0.043851394,0.03444616,-0.015390089,0.108,0.107,0.108,0.107,0,10,1024,1,0.Stand/1024_A_1.csv,0.0060000047,1
188391,-0.0052264156,-0.07861602,0.021939896,-0.029564751,0.031100998,-0.0100159105,0.117,0.116,0.117,0.116,0,11,1024,1,0.Stand/1024_A_1.csv,0.008999996,1
188392,-0.04417351,-0.018816322,-0.005983999,-0.015982848,0.024300406,-0.007238392,0.127,0.126,0.127,0.126,0,12,1024,1,0.Stand/1024_A_1.csv,0.010000005,1
188393,-0.01723037,-0.017733768,0.021359513,0.0012627272,0.015946884,0.0053683985,0.136,0.137,0.136,0.137,0,13,1024,1,0.Stand/1024_A_1.csv,0.009000003,1
188394,-0.009424018,-0.003616874,0.03009457,0.017707946,0.0056373463,0.009630526,0.147,0.146,0.147,0.146,0,14,1024,1,0.Stand/1024_A_1.csv,0.0109999925,1
188395,-0.022732094,0.022051848,0.00022658333,0.01611843,0.00020333985,0.007396833,0.156,0.156,0.156,0.156,0,15,1024,1,0.Stand/1024_A_1.csv,0.009000003,1
188396,-0.036372785,0.036459085,0.04580919,0.0061758664,-0.004403127,0.0047456874,0.167,0.166,0.167,0.166,0,16,1024,1,0.Stand/1024_A_1.csv,0.0109999925,1
188397,-0.008960664,-0.0016726977,0.09646396,0.00881797,-0.011652353,0.0050117574,0.176,0.175,0.176,0.175,0,17,1024,1,0.Stand/1024_A_1.csv,0.009000003,1
188398,-0.030183544,0.015070112,0.04829806,0.0064639263,-0.029162373,0.00012476504,0.186,0.186,0.186,0.186,0,18,1024,1,0.Stand/1024_A_1.csv,0.010000005,1
188399,0.020159045,0.009095426,0.016117416,0.011458937,-0.025667032,0.011345263,0.202,0.201,0.202,0.201,0,19,1024,1,0.Stand/1024_A_1.csv,0.016000003,1
