level_0,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,accel-start-time,gyro-start-time,accel-end-time,gyro-end-time,activity code,index,user,serial,csv,timestamp diff,standard activity code
372192,0.0011105532,0.016538661,0.015188554,0.00538551,-0.00383869,-0.0039857626,0.007,0.006,0.007,0.006,0,1,1050,1,0.Stand/1050_A_1.csv,0.005,1
372193,0.018356295,-0.012157627,0.037362076,0.010674803,-0.002082617,-0.006710516,0.013,0.014,0.013,0.014,0,2,1050,1,0.Stand/1050_A_1.csv,0.006,1
372194,-0.01411054,0.021463081,0.014392601,0.00943086,0.0009914732,-0.004368538,0.024,0.023,0.024,0.023,0,3,1050,1,0.Stand/1050_A_1.csv,0.011,1
372195,0.01219555,0.011701207,0.023977254,0.0064301183,-0.0017226719,-0.0027028797,0.034,0.033,0.034,0.033,0,4,1050,1,0.Stand/1050_A_1.csv,0.010000002,1
372196,0.017681617,0.022153636,-0.0014247382,-0.0020736828,0.010231997,-0.0007268169,0.044,0.043,0.044,0.043,0,5,1050,1,0.Stand/1050_A_1.csv,0.009999998,1
372197,-0.008315785,-0.0012423128,-0.0113938395,-0.0064153527,0.01194975,0.0014748964,0.054,0.053,0.054,0.053,0,6,1050,1,0.Stand/1050_A_1.csv,0.010000002,1
372198,0.017346317,0.022985576,-0.051089026,-0.01564292,0.013497319,0.0034175867,0.064,0.065,0.064,0.065,0,7,1050,1,0.Stand/1050_A_1.csv,0.010000002,1
372199,-0.021212935,0.025176741,0.001932513,-0.022792041,0.022921603,0.0054308632,0.074,0.073,0.074,0.073,0,8,1050,1,0.Stand/1050_A_1.csv,0.009999998,1
372200,-0.033401676,0.035170726,-0.055671528,-0.036459986,0.012669048,0.006037024,0.085,0.084,0.085,0.084,0,9,1050,1,0.Stand/1050_A_1.csv,0.011,1
372201,0.0059882277,-0.011908147,0.0019676615,-0.03715261,0.0072992938,0.0013098831,0.097,0.098,0.097,0.098,0,10,1050,1,0.Stand/1050_A_1.csv,0.012000002,1
372202,-0.00080301345,-0.039708253,-0.034267966,-0.027024513,0.013837569,0.0038429277,0.105,0.104,0.105,0.104,0,11,1050,1,0.Stand/1050_A_1.csv,0.007999994,1
372203,0.0046178354,0.0136888325,-0.010118769,-0.023006018,0.006603114,0.0029338738,0.119,0.12,0.119,0.12,0,12,1050,1,0.Stand/1050_A_1.csv,0.014000006,1
372204,-0.043232575,-0.02548404,0.009817461,-0.021779656,-0.0030023744,0.0011097314,0.125,0.124,0.125,0.124,0,13,1050,1,0.Stand/1050_A_1.csv,0.0059999973,1
372205,0.038679484,0.023222031,-0.01223273,-0.026391217,-0.006877775,0.0031341654,0.135,0.134,0.135,0.134,0,14,1050,1,0.Stand/1050_A_1.csv,0.010000005,1
372206,0.0134992115,-0.023472594,0.011690203,-0.027357668,0.009653413,0.0028727439,0.145,0.144,0.145,0.144,0,15,1050,1,0.Stand/1050_A_1.csv,0.00999999,1
372207,-0.0098295165,0.009879968,0.027163805,-0.028555188,0.005231642,0.0058417516,0.155,0.154,0.155,0.154,0,16,1050,1,0.Stand/1050_A_1.csv,0.010000005,1
372208,-0.01594179,-0.019189442,0.016240252,-0.029662296,0.0022749137,0.0057705245,0.165,0.166,0.165,0.166,0,17,1050,1,0.Stand/1050_A_1.csv,0.010000005,1
372209,0.0036500776,-0.02872017,0.006044597,-0.023318022,-0.0034138025,0.00403758,0.175,0.174,0.175,0.174,0,18,1050,1,0.Stand/1050_A_1.csv,0.00999999,1
372210,0.0075132702,-0.030500557,0.03389773,-0.007834805,-0.0033363993,0.002068283,0.186,0.185,0.186,0.185,0,19,1050,1,0.Stand/1050_A_1.csv,0.011000007,1
372211,-0.022096185,0.0015406008,0.0274053,-0.0042643812,-0.014018962,0.0023322364,0.196,0.195,0.196,0.195,0,20,1050,1,0.Stand/1050_A_1.csv,0.00999999,1
372212,0.0011888723,0.03843513,0.06474427,0.0013439648,-0.024821103,-0.0023486307,0.209,0.208,0.209,0.208,0,21,1050,1,0.Stand/1050_A_1.csv,0.013000011,1
372213,0.029155087,-0.036748484,0.035225693,0.0062925415,-0.010133289,0.00027261185,0.215,0.214,0.215,0.214,0,22,1050,1,0.Stand/1050_A_1.csv,0.0059999973,1
372214,0.0065410775,-0.0025468254,0.022423016,0.0124669075,-0.015281747,-0.001724063,0.225,0.224,0.225,0.224,0,23,1050,1,0.Stand/1050_A_1.csv,0.00999999,1
372215,0.030937707,-0.0066806497,0.106154494,0.022251269,-0.009435479,-0.0013957114,0.235,0.235,0.235,0.235,0,24,1050,1,0.Stand/1050_A_1.csv,0.010000005,1
372216,0.0018364402,0.031605408,0.03173446,0.02176674,0.0029376694,0.0033125288,0.244,0.245,0.244,0.245,0,25,1050,1,0.Stand/1050_A_1.csv,0.009000003,1
372217,0.025936821,0.002145338,0.051973123,0.01695574,-0.0022736727,0.0011159484,0.256,0.255,0.256,0.255,0,26,1050,1,0.Stand/1050_A_1.csv,0.012000009,1
372218,0.0027204002,0.0051113577,0.05813095,0.020889675,0.009556079,0.002413922,0.267,0.266,0.267,0.266,0,27,1050,1,0.Stand/1050_A_1.csv,0.010999978,1
372219,-0.0061888555,0.015426999,-0.029187981,0.014704738,0.002182198,0.0012088746,0.275,0.276,0.275,0.276,0,28,1050,1,0.Stand/1050_A_1.csv,0.008000016,1
372220,0.0052564056,0.009095724,0.004165497,0.0073593264,0.0052617854,0.0032175933,0.285,0.285,0.285,0.285,0,29,1050,1,0.Stand/1050_A_1.csv,0.00999999,1
372221,-0.016790623,0.025308944,-0.03679601,-0.002741943,0.002426767,0.0039260206,0.295,0.296,0.295,0.296,0,30,1050,1,0.Stand/1050_A_1.csv,0.00999999,1
372222,-0.006129199,0.010003177,-0.05683382,-0.01606109,-0.004217106,0.0036655806,0.307,0.306,0.307,0.306,0,31,1050,1,0.Stand/1050_A_1.csv,0.012000024,1
372223,-0.0046331934,0.0054759257,-0.049653463,-0.026827237,0.0010567321,0.0035636497,0.316,0.315,0.316,0.315,0,32,1050,1,0.Stand/1050_A_1.csv,0.009000003,1
372224,-0.009585048,-0.005171837,-0.047524296,-0.033875346,-0.0017044182,0.0039167227,0.326,0.326,0.326,0.326,0,33,1050,1,0.Stand/1050_A_1.csv,0.00999999,1
372225,-0.0060569793,-0.007823708,-0.025649771,-0.040485825,-0.0049796146,0.0035511202,0.336,0.335,0.336,0.335,0,34,1050,1,0.Stand/1050_A_1.csv,0.00999999,1
372226,-0.009485996,-0.017855939,-0.01322774,-0.041217204,-0.0024605384,0.003796348,0.346,0.345,0.346,0.345,0,35,1050,1,0.Stand/1050_A_1.csv,0.00999999,1
372227,0.004475826,0.01714788,-0.029765427,-0.041937903,-0.0060104486,0.0021395935,0.357,0.357,0.357,0.357,0,36,1050,1,0.Stand/1050_A_1.csv,0.011000007,1
372228,0.0014039482,-0.03203174,0.005344818,-0.037762128,-0.0035924716,0.0003317169,0.367,0.368,0.367,0.368,0,37,1050,1,0.Stand/1050_A_1.csv,0.01000002,1
372229,0.028029412,-0.00471757,0.006761367,-0.028177215,0.010579825,0.0016949316,0.376,0.377,0.376,0.377,0,38,1050,1,0.Stand/1050_A_1.csv,0.008999974,1
372230,-0.008147223,-0.033542056,0.034150973,-0.017623043,0.010838787,-0.0015970436,0.387,0.386,0.387,0.386,0,39,1050,1,0.Stand/1050_A_1.csv,0.011000007,1
372231,-0.02100662,-0.04659337,0.058957603,0.0020977939,-0.0027960911,-0.0020442298,0.397,0.398,0.397,0.398,0,40,1050,1,0.Stand/1050_A_1.csv,0.01000002,1
372232,0.0068536173,-0.0040305373,0.018987924,0.014675178,0.0017998609,-0.0047000423,0.408,0.407,0.408,0.407,0,41,1050,1,0.Stand/1050_A_1.csv,0.010999978,1
372233,0.0035072798,-0.0068079433,0.027005998,0.024999836,-0.004878264,-0.003092509,0.419,0.42,0.419,0.42,0,42,1050,1,0.Stand/1050_A_1.csv,0.011000007,1
372234,0.009544022,0.010029461,0.015502907,0.027080273,0.0019105646,-0.0035702367,0.428,0.427,0.428,0.427,0,43,1050,1,0.Stand/1050_A_1.csv,0.009000003,1
372235,-0.007108488,0.04322289,-0.0040186457,0.022698194,-0.0012183337,-0.002802235,0.437,0.437,0.437,0.437,0,44,1050,1,0.Stand/1050_A_1.csv,0.009000003,1
372236,-0.0068524447,0.017494638,-0.01564559,0.01602328,-0.0028258394,-0.0014892865,0.447,0.446,0.447,0.446,0,45,1050,1,0.Stand/1050_A_1.csv,0.00999999,1
372237,0.0049845804,0.026291799,-0.017245626,0.0064819944,-0.0016212448,0.0010149758,0.458,0.457,0.458,0.457,0,46,1050,1,0.Stand/1050_A_1.csv,0.011000007,1
372238,-9.820817e-05,0.043058112,-0.013997352,-0.0029538264,-0.00054879754,0.00066064374,0.468,0.467,0.468,0.467,0,47,1050,1,0.Stand/1050_A_1.csv,0.00999999,1
372239,-0.0069076233,-0.01387853,-0.008595496,-0.008164311,-0.0013027088,0.0017352016,0.478,0.479,0.478,0.479,0,48,1050,1,0.Stand/1050_A_1.csv,0.00999999,1
372240,0.0018595849,0.021020321,-0.032427512,-0.014118606,0.0025894563,0.0035244215,0.489,0.488,0.489,0.488,0,49,1050,1,0.Stand/1050_A_1.csv,0.011000007,1
372241,0.0035641487,0.012176261,-0.014470099,-0.019062443,0.0016770724,0.0028158415,0.498,0.499,0.498,0.499,0,50,1050,1,0.Stand/1050_A_1.csv,0.009000003,1
372242,-0.0025854097,-0.007566954,0.006973658,-0.018474532,0.004450664,0.0059730946,0.509,0.508,0.509,0.508,0,51,1050,1,0.Stand/1050_A_1.csv,0.011000007,1
372243,0.0042423178,-0.02501584,-0.037636627,-0.011998603,0.0049087694,0.004409733,0.518,0.519,0.518,0.519,0,52,1050,1,0.Stand/1050_A_1.csv,0.009000003,1
372244,-0.010105695,-0.03565264,0.013069127,-0.003057328,-0.00079631654,0.0028861843,0.53,0.529,0.53,0.529,0,53,1050,1,0.Stand/1050_A_1.csv,0.011999965,1
372245,-0.015187106,0.016780166,-0.008981522,0.001071856,-0.0006246868,0.0013029128,0.538,0.539,0.538,0.539,0,54,1050,1,0.Stand/1050_A_1.csv,0.008000016,1
372246,-0.002080481,-0.01451244,-0.0039832867,0.0039050586,-0.006494492,0.0008067493,0.549,0.548,0.549,0.548,0,55,1050,1,0.Stand/1050_A_1.csv,0.011000037,1
372247,0.005570717,-3.167166e-05,0.0032521328,0.009580445,-0.001045636,0.0010729765,0.558,0.559,0.558,0.559,0,56,1050,1,0.Stand/1050_A_1.csv,0.009000003,1
372248,0.0019909702,0.0038062723,-0.021971624,0.009513951,-0.0019791275,-0.00021881677,0.569,0.568,0.569,0.568,0,57,1050,1,0.Stand/1050_A_1.csv,0.010999978,1
