level_0,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,accel-start-time,gyro-start-time,accel-end-time,gyro-end-time,activity code,index,user,serial,csv,timestamp diff,standard activity code
242866,0.0020479106,0.009091808,-0.006084613,0.0031027156,-0.00033059425,-0.005989342,2.011,2.011,2.011,2.011,0,1,1032,1,0.Stand/1032_A_1.csv,0.0089998245,1
242867,-0.016906038,-0.028385451,0.041028045,0.017124237,-0.016554441,-0.0042822906,2.021,2.02,2.021,2.02,0,2,1032,1,0.Stand/1032_A_1.csv,0.00999999,1
242868,0.04378459,-0.014443598,-0.069698155,0.019909445,-0.017409442,-0.0041651507,2.032,2.032,2.032,2.032,0,3,1032,1,0.Stand/1032_A_1.csv,0.011000156,1
242869,-0.027987765,0.011227961,0.024409084,0.0051329858,-0.005828505,-0.00589826,2.042,2.041,2.042,2.041,0,4,1032,1,0.Stand/1032_A_1.csv,0.00999999,1
242870,-0.0037458213,-0.016335584,-0.024047077,0.016557118,-0.021230638,0.0035635238,2.051,2.051,2.051,2.051,0,5,1032,1,0.Stand/1032_A_1.csv,0.009000063,1
242871,0.00025889807,0.0064336252,-0.015830727,0.017311212,-0.0120958835,0.00042485807,2.061,2.06,2.061,2.06,0,6,1032,1,0.Stand/1032_A_1.csv,0.00999999,1
242872,-0.017538944,0.047170445,0.04657914,0.0035718372,-0.012545805,0.0043502534,2.071,2.07,2.071,2.07,0,7,1032,1,0.Stand/1032_A_1.csv,0.00999999,1
242873,0.03663847,0.007467884,-0.05493839,-0.0061160987,-0.01255027,0.0057065883,2.08,2.08,2.08,2.08,0,8,1032,1,0.Stand/1032_A_1.csv,0.0089998245,1
242874,0.003955682,0.01026338,0.014908982,-0.0044267746,0.0084040705,0.0097560035,2.091,2.09,2.091,2.09,0,9,1032,1,0.Stand/1032_A_1.csv,0.011000156,1
242875,-0.008760974,0.026497938,-0.007908512,-0.012196941,-0.0027329219,0.004749563,2.1,2.1,2.1,2.1,0,10,1032,1,0.Stand/1032_A_1.csv,0.0089998245,1
242876,-0.017705511,-0.01580529,-0.010715438,-0.009670537,-0.0058855764,0.0064344197,2.11,2.11,2.11,2.11,0,11,1032,1,0.Stand/1032_A_1.csv,0.00999999,1
242877,0.023432259,0.023024201,0.066730134,-0.01570261,-0.0130613595,0.003995927,2.12,2.119,2.12,2.119,0,12,1032,1,0.Stand/1032_A_1.csv,0.00999999,1
242878,0.02333454,-0.017067548,-0.009821022,-0.020016642,-0.0064638243,0.004164626,2.139,2.139,2.139,2.139,0,13,1032,1,0.Stand/1032_A_1.csv,0.019000053,1
242879,-0.0032372104,-0.03193959,-0.008021962,-0.014523439,0.011782596,0.005631634,2.14,2.14,2.14,2.14,0,14,1032,1,0.Stand/1032_A_1.csv,0.0010001659,1
242880,-0.034609362,0.0043307175,0.05197503,-0.011260168,0.007152107,0.0057707974,2.15,2.149,2.15,2.149,0,15,1032,1,0.Stand/1032_A_1.csv,0.00999999,1
242881,0.03937643,0.0002961133,-0.04020243,-0.0033296477,0.0020831854,0.010586603,2.16,2.159,2.16,2.159,0,16,1032,1,0.Stand/1032_A_1.csv,0.00999999,1
242882,0.010802618,-0.02999238,-0.0019190614,0.003319231,0.0072123613,0.006046083,2.17,2.169,2.17,2.169,0,17,1032,1,0.Stand/1032_A_1.csv,0.00999999,1
242883,-0.04803498,-0.0029682238,0.03740576,-0.0014695036,-0.002248085,0.0023223592,2.179,2.179,2.179,2.179,0,18,1032,1,0.Stand/1032_A_1.csv,0.0089998245,1
242884,0.0111856805,-0.0016895477,0.0066427854,0.0044615436,-0.0064658215,0.0016743989,2.189,2.189,2.189,2.189,0,19,1032,1,0.Stand/1032_A_1.csv,0.00999999,1
