level_0,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,accel-start-time,gyro-start-time,accel-end-time,gyro-end-time,activity code,index,user,serial,csv,timestamp diff,standard activity code
544131,-0.02097806,0.001084264,0.019504031,-0.01010271,-9.438023e-06,0.008762425,0.013,0.012,0.013,0.012,0,1,1077,1,0.Stand/1077_A_1.csv,0.009,1
544132,-0.0139129,-0.022831554,0.040198363,-0.016956985,0.00099764,0.012338678,0.023,0.022,0.023,0.022,0,2,1077,1,0.Stand/1077_A_1.csv,0.01,1
544133,0.023613656,-0.038405824,-0.05515886,-0.0010551126,0.0012608392,0.0033674971,0.033,0.032,0.033,0.032,0,3,1077,1,0.Stand/1077_A_1.csv,0.01,1
544134,-0.0417404,-0.022963978,-0.0009616669,0.004092049,-0.009760564,0.0075821243,0.046,0.045,0.046,0.045,0,4,1077,1,0.Stand/1077_A_1.csv,0.013,1
544135,0.028023051,0.0027883463,0.0070178453,0.0020888732,-0.023303952,0.0053967084,0.052,0.053,0.052,0.053,0,5,1077,1,0.Stand/1077_A_1.csv,0.006000001,1
544136,0.026883813,-0.036337968,-0.03067787,-0.0074137743,0.0028115038,0.007885742,0.064,0.063,0.064,0.063,0,6,1077,1,0.Stand/1077_A_1.csv,0.012000002,1
544137,-0.033061825,-0.040390376,0.063502796,0.00014911444,0.0032344593,0.004763121,0.073,0.074,0.073,0.074,0,7,1077,1,0.Stand/1077_A_1.csv,0.008999996,1
544138,-0.005402186,0.028910646,-0.065203086,0.0012561895,0.010546126,0.0044938466,0.084,0.083,0.084,0.083,0,8,1077,1,0.Stand/1077_A_1.csv,0.011,1
544139,0.015853522,0.02814993,-0.001895437,-0.0023151585,0.023458539,0.014210993,0.093,0.092,0.093,0.092,0,9,1077,1,0.Stand/1077_A_1.csv,0.009000003,1
544140,0.021794727,0.0021624214,0.004522402,-0.00351038,0.022505403,0.012847529,0.104,0.105,0.104,0.105,0,10,1077,1,0.Stand/1077_A_1.csv,0.011,1
544141,-0.03095894,-0.023695972,0.036291435,-0.004413917,0.024856044,0.0115543995,0.113,0.114,0.113,0.114,0,11,1077,1,0.Stand/1077_A_1.csv,0.008999996,1
544142,0.026228959,0.026282083,0.006951781,-0.010840196,0.026318235,0.012310841,0.125,0.124,0.125,0.124,0,12,1077,1,0.Stand/1077_A_1.csv,0.012000002,1
544143,0.017232573,0.0013655222,-0.007466616,-0.022094896,0.04081124,0.017578492,0.132,0.131,0.132,0.131,0,13,1077,1,0.Stand/1077_A_1.csv,0.0069999993,1
544144,0.0091997795,-0.043163568,0.004205238,-0.023401788,0.022084584,0.018291727,0.146,0.144,0.146,0.144,0,14,1077,1,0.Stand/1077_A_1.csv,0.013999999,1
544145,0.0054847817,-0.051404066,0.03958127,-0.008669175,0.033606242,0.0059675174,0.153,0.154,0.153,0.154,0,15,1077,1,0.Stand/1077_A_1.csv,0.0069999993,1
544146,-0.026443303,-0.09301504,0.10913873,0.01653175,0.021186644,-0.0090294015,0.165,0.163,0.165,0.163,0,16,1077,1,0.Stand/1077_A_1.csv,0.012000009,1
544147,0.028358715,-0.030581621,-0.018890645,0.040966738,0.013242994,-0.02671221,0.173,0.174,0.173,0.174,0,17,1077,1,0.Stand/1077_A_1.csv,0.007999986,1
544148,0.011070779,0.032248035,0.027526485,0.03801326,0.017645719,-0.01931532,0.185,0.184,0.185,0.184,0,18,1077,1,0.Stand/1077_A_1.csv,0.012000009,1
544149,0.009721324,0.07323037,-0.028475303,0.022928968,0.020154627,-0.008507464,0.194,0.195,0.194,0.195,0,19,1077,1,0.Stand/1077_A_1.csv,0.009000003,1
544150,-0.020594424,0.017657328,0.009719113,-0.007628488,0.019952387,0.0017932924,0.204,0.205,0.204,0.205,0,20,1077,1,0.Stand/1077_A_1.csv,0.00999999,1
544151,0.012155285,0.010558271,0.01574981,-0.014037848,0.010728267,0.007187257,0.214,0.215,0.214,0.215,0,21,1077,1,0.Stand/1077_A_1.csv,0.010000005,1
544152,0.009104513,-0.04462943,0.03386622,-0.010453972,0.015208474,0.0041550878,0.226,0.225,0.226,0.225,0,22,1077,1,0.Stand/1077_A_1.csv,0.0119999945,1
544153,-0.017469179,-0.012729579,0.022967232,-0.011115973,0.00091775996,2.193902e-05,0.234,0.234,0.234,0.234,0,23,1077,1,0.Stand/1077_A_1.csv,0.008000001,1
544154,0.033901338,-0.010797439,-0.0035794098,7.384553e-05,0.0116812205,-0.004659731,0.245,0.244,0.245,0.244,0,24,1077,1,0.Stand/1077_A_1.csv,0.011000007,1
