level_0,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,accel-start-time,gyro-start-time,accel-end-time,gyro-end-time,activity code,index,user,serial,csv,timestamp diff,standard activity code
437597,-0.042746313,-0.011164496,0.0001502037,0.0017067895,0.004726936,-0.00019696687,0.015,0.014,0.015,0.014,0,1,1062,1,0.Stand/1062_A_1.csv,0.009,1
437598,-0.023812084,0.0021780953,0.016513765,0.003540501,-0.0023453292,0.0012094331,0.025,0.024,0.025,0.024,0,2,1062,1,0.Stand/1062_A_1.csv,0.010000001,1
437599,0.023071649,0.00019512093,0.019775176,-0.005138114,-0.0035370572,-0.00403421,0.037,0.036,0.037,0.036,0,3,1062,1,0.Stand/1062_A_1.csv,0.012,1
437600,0.020191561,0.02155007,-0.018008271,-0.0025319522,0.004923604,-0.0012349588,0.044,0.045,0.044,0.045,0,4,1062,1,0.Stand/1062_A_1.csv,0.0069999993,1
437601,0.013888687,-0.0107334545,0.0247359,-0.0035969715,0.017690929,0.00014274905,0.055,0.054,0.055,0.054,0,5,1062,1,0.Stand/1062_A_1.csv,0.011,1
437602,-0.032782238,0.026451943,0.026438894,-0.0071951114,0.0012310974,-0.0047846874,0.064,0.065,0.064,0.065,0,6,1062,1,0.Stand/1062_A_1.csv,0.009000003,1
437603,0.03615665,0.00044265157,-0.023876779,-0.007565574,0.0029227722,-0.005576857,0.074,0.075,0.074,0.075,0,7,1062,1,0.Stand/1062_A_1.csv,0.009999998,1
437604,-0.00069300504,-0.012851067,-0.0050177784,-0.0077068927,0.011246781,-0.0066669905,0.084,0.083,0.084,0.083,0,8,1062,1,0.Stand/1062_A_1.csv,0.009999998,1
437605,-0.024248507,-0.018284732,0.031104887,-0.0033099374,0.0083015375,-0.003992882,0.095,0.096,0.095,0.096,0,9,1062,1,0.Stand/1062_A_1.csv,0.011,1
437606,-0.018624129,-0.0141081605,-0.027538424,-0.00072754687,-0.0009917379,-0.004621903,0.106,0.105,0.106,0.105,0,10,1062,1,0.Stand/1062_A_1.csv,0.011,1
437607,0.015391482,-0.011996207,0.0100613255,-0.0026685358,0.0021440848,-0.004148189,0.115,0.116,0.115,0.116,0,11,1062,1,0.Stand/1062_A_1.csv,0.009000003,1
437608,-0.023619244,-0.00909639,-0.0029214332,-9.618234e-07,0.0019601553,0.00014720508,0.127,0.126,0.127,0.126,0,12,1062,1,0.Stand/1062_A_1.csv,0.012000002,1
437609,0.0044961367,-0.010813519,-0.01246096,0.00046622776,-0.0010367832,0.0003616379,0.136,0.137,0.136,0.137,0,13,1062,1,0.Stand/1062_A_1.csv,0.009000003,1
437610,-0.024430564,0.00069813477,0.03687212,-0.0013183543,0.00047364473,-0.00060289254,0.149,0.148,0.149,0.148,0,14,1062,1,0.Stand/1062_A_1.csv,0.012999997,1
437611,-0.0066300007,-0.017674997,0.01195679,0.0025413912,-0.0020072632,0.00017325627,0.156,0.157,0.156,0.157,0,15,1062,1,0.Stand/1062_A_1.csv,0.0069999993,1
437612,0.0072774715,-0.0017436326,-0.01876754,0.002559681,0.0014633385,0.0020117848,0.167,0.166,0.167,0.166,0,16,1062,1,0.Stand/1062_A_1.csv,0.0109999925,1
