level_0,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,accel-start-time,gyro-start-time,accel-end-time,gyro-end-time,activity code,index,user,serial,csv,timestamp diff,standard activity code
267352,0.001942872,0.049450837,0.035857428,-0.021921795,0.002589088,0.0020426007,0.019,0.018,0.019,0.018,0,1,1036,1,0.Stand/1036_A_1.csv,0.01,1
267353,0.01320139,0.015221706,0.035920404,-0.042207263,-4.93036e-06,0.003191825,0.029,0.029,0.029,0.029,0,2,1036,1,0.Stand/1036_A_1.csv,0.01,1
267354,-0.011696754,-0.02762878,0.05013345,-0.029985797,-0.0044970424,-0.001109495,0.039,0.039,0.039,0.039,0,3,1036,1,0.Stand/1036_A_1.csv,0.010000002,1
267355,0.026510581,-0.0888863,-0.04997802,-0.010356531,0.0030387905,-0.0034380208,0.049,0.048,0.049,0.048,0,4,1036,1,0.Stand/1036_A_1.csv,0.009999998,1
267356,0.012162629,-0.07768711,-0.03050717,0.014991175,0.004555522,0.0030302661,0.059,0.058,0.059,0.058,0,5,1036,1,0.Stand/1036_A_1.csv,0.010000002,1
267357,0.016089112,0.042204093,-0.10111879,0.018655924,0.005994113,-0.00095494126,0.078,0.068,0.078,0.068,0,6,1036,1,0.Stand/1036_A_1.csv,0.019000001,1
267358,-0.05512539,0.008354042,-0.07488137,0.00845969,0.013162779,-0.0020147266,0.069,0.077,0.069,0.077,0,7,1036,1,0.Stand/1036_A_1.csv,-0.009000003,1
267359,-0.010841299,0.01483717,-0.027746571,-0.004787075,-0.005668343,0.0032232106,0.088,0.088,0.088,0.088,0,8,1036,1,0.Stand/1036_A_1.csv,0.019000001,1
267360,0.013139824,-0.1466768,-0.05045505,0.010621844,0.002226524,0.0028470356,0.098,0.097,0.098,0.097,0,9,1036,1,0.Stand/1036_A_1.csv,0.009999998,1
267361,0.055041444,-0.114980035,0.003811966,0.04056042,0.008853023,0.024842363,0.113,0.113,0.113,0.113,0,10,1036,1,0.Stand/1036_A_1.csv,0.015000001,1
267362,0.0396252,0.06223188,-0.024569824,0.025146408,0.044852793,0.02540371,0.118,0.117,0.118,0.117,0,11,1036,1,0.Stand/1036_A_1.csv,0.0050000027,1
267363,-0.12709816,-0.03575485,-0.007959001,0.008193551,0.036732394,0.014162927,0.127,0.127,0.127,0.127,0,12,1036,1,0.Stand/1036_A_1.csv,0.009000003,1
267364,-0.037895676,-6.0252874e-05,0.0019454489,0.012872031,-0.0049492912,0.0053525264,0.137,0.138,0.137,0.138,0,13,1036,1,0.Stand/1036_A_1.csv,0.00999999,1
267365,0.017159086,-0.00674363,-0.04207443,0.015614657,-0.0045821387,-0.005445294,0.148,0.147,0.148,0.147,0,14,1036,1,0.Stand/1036_A_1.csv,0.011000007,1
267366,0.04026358,0.045441095,-0.053773805,0.02476055,0.0013553147,-0.0069190804,0.157,0.157,0.157,0.157,0,15,1036,1,0.Stand/1036_A_1.csv,0.009000003,1
267367,0.007118433,0.033977777,-0.051224235,0.018262124,0.015169472,-0.002385499,0.167,0.167,0.167,0.167,0,16,1036,1,0.Stand/1036_A_1.csv,0.00999999,1
267368,-0.01569252,0.048238687,-0.0072443364,-0.0058080014,0.01580819,-0.0013504433,0.177,0.176,0.177,0.176,0,17,1036,1,0.Stand/1036_A_1.csv,0.010000005,1
267369,-0.024473596,0.031793263,-0.0091852,-0.026546977,-0.0007164936,-0.0024366304,0.187,0.186,0.187,0.186,0,18,1036,1,0.Stand/1036_A_1.csv,0.010000005,1
