level_0,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,accel-start-time,gyro-start-time,accel-end-time,gyro-end-time,activity code,index,user,serial,csv,timestamp diff,standard activity code
52155,0.03982257,0.035549667,-0.011616824,-0.0013821867,0.0015408294,0.00077460625,2.016,2.013,2.016,2.013,0,1,1008,1,0.Stand/1008_A_1.csv,0.012000084,1
52156,0.014068616,0.02551548,-0.0013293931,-0.010043874,0.004392865,0.0005368376,2.024,2.021,2.024,2.021,0,2,1008,1,0.Stand/1008_A_1.csv,0.007999897,1
52157,0.015816588,-0.020128239,0.010176653,0.0038960483,-0.0017413519,0.0048944494,2.033,2.031,2.033,2.031,0,3,1008,1,0.Stand/1008_A_1.csv,0.009000063,1
52158,0.029088639,0.037866138,-0.0052278154,0.0060960017,0.00014160975,0.00724494,2.043,2.041,2.043,2.041,0,4,1008,1,0.Stand/1008_A_1.csv,0.00999999,1
52159,0.0191584,-0.0033567487,0.029352076,0.010658116,-0.0006981687,0.008119102,2.054,2.052,2.054,2.052,0,5,1008,1,0.Stand/1008_A_1.csv,0.010999918,1
52160,0.02289835,0.027078897,0.015271897,0.00877251,-0.00021316914,0.009520194,2.063,2.061,2.063,2.061,0,6,1008,1,0.Stand/1008_A_1.csv,0.009000063,1
52161,0.03734811,0.04046821,0.0022890116,-0.0034114574,0.005462861,0.008770187,2.074,2.071,2.074,2.071,0,7,1008,1,0.Stand/1008_A_1.csv,0.010999918,1
52162,0.022861473,0.016272418,-0.0025012894,-0.00934185,0.007966113,0.0065208543,2.084,2.082,2.084,2.082,0,8,1008,1,0.Stand/1008_A_1.csv,0.010000229,1
52163,0.01755058,0.015487056,0.03052021,-0.006179734,0.006650825,0.006555513,2.094,2.092,2.094,2.092,0,9,1008,1,0.Stand/1008_A_1.csv,0.00999999,1
52164,0.03445188,0.026848909,0.04860588,0.0018291232,0.008499411,0.00814215,2.104,2.101,2.104,2.101,0,10,1008,1,0.Stand/1008_A_1.csv,0.00999999,1
52165,0.004460931,0.03615893,-0.012489855,0.003320361,0.0040000025,0.0057804277,2.117,2.114,2.117,2.114,0,11,1008,1,0.Stand/1008_A_1.csv,0.013000011,1
52166,0.0463021,0.057732783,-0.009731162,0.0019409952,0.0018921257,0.0033441775,2.125,2.122,2.125,2.122,0,12,1008,1,0.Stand/1008_A_1.csv,0.007999897,1
52167,0.022880862,0.017943632,0.005531581,-0.004609425,0.0054583442,0.004574194,2.134,2.131,2.134,2.131,0,13,1008,1,0.Stand/1008_A_1.csv,0.009000063,1
52168,0.024435751,0.002546724,0.013279896,-0.00033680897,0.0010290667,0.0046686903,2.144,2.141,2.144,2.141,0,14,1008,1,0.Stand/1008_A_1.csv,0.00999999,1
52169,0.0214366,0.0010061888,-0.005978779,0.0017844498,0.00027168653,0.0063918554,2.154,2.151,2.154,2.151,0,15,1008,1,0.Stand/1008_A_1.csv,0.00999999,1
52170,0.027943011,-8.539937e-07,0.016675577,0.0028590672,-0.0013079394,0.0062429626,2.164,2.161,2.164,2.161,0,16,1008,1,0.Stand/1008_A_1.csv,0.00999999,1
52171,0.02648297,0.005319345,0.0142430775,0.00625815,0.0012728581,0.009342062,2.174,2.171,2.174,2.171,0,17,1008,1,0.Stand/1008_A_1.csv,0.00999999,1
52172,0.023501547,0.01413874,0.0083129015,0.00659001,0.0030671284,0.0074474514,2.184,2.181,2.184,2.181,0,18,1008,1,0.Stand/1008_A_1.csv,0.00999999,1
52173,0.019329492,0.012911609,-0.009081528,0.010426915,-0.00089911773,0.007890005,2.194,2.192,2.194,2.192,0,19,1008,1,0.Stand/1008_A_1.csv,0.00999999,1
52174,0.0346485,0.020257656,-0.008443093,0.007527639,0.0034805783,0.008201388,2.204,2.201,2.204,2.201,0,20,1008,1,0.Stand/1008_A_1.csv,0.00999999,1
52175,0.025837865,0.014442765,0.0053395783,0.0049120253,0.0043110703,0.0074355556,2.216,2.213,2.216,2.213,0,21,1008,1,0.Stand/1008_A_1.csv,0.012000084,1
52176,0.017961856,0.026649103,-0.0028130999,-0.0017861989,0.0026206647,0.0071351654,2.224,2.221,2.224,2.221,0,22,1008,1,0.Stand/1008_A_1.csv,0.007999897,1
52177,0.03943239,0.0004887499,0.030588403,0.0007864712,0.002996327,0.0055022975,2.234,2.231,2.234,2.231,0,23,1008,1,0.Stand/1008_A_1.csv,0.00999999,1
52178,0.010906545,0.01775146,0.0030269925,0.0002572196,0.0021484098,0.0029234039,2.243,2.241,2.243,2.241,0,24,1008,1,0.Stand/1008_A_1.csv,0.009000063,1
52179,0.014145831,-0.0030434302,0.0018778504,0.00096415845,-0.004738797,0.005467446,2.254,2.252,2.254,2.252,0,25,1008,1,0.Stand/1008_A_1.csv,0.010999918,1
52180,0.03217542,0.024643598,-0.0035736226,0.000657507,-0.0010350654,0.005127609,2.263,2.261,2.263,2.261,0,26,1008,1,0.Stand/1008_A_1.csv,0.009000063,1
52181,0.01888512,0.012708204,0.008569899,-0.0051675183,0.0014199428,0.005883453,2.274,2.271,2.274,2.271,0,27,1008,1,0.Stand/1008_A_1.csv,0.010999918,1
52182,0.049815424,-0.00081025035,0.024345743,0.002074313,0.004886112,0.0048578954,2.283,2.281,2.283,2.281,0,28,1008,1,0.Stand/1008_A_1.csv,0.009000063,1
