level_0,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,accel-start-time,gyro-start-time,accel-end-time,gyro-end-time,activity code,index,user,serial,csv,timestamp diff,standard activity code
334410,0.048456952,-0.04163139,-0.049784392,-0.031699535,0.022193594,-0.030007847,0.019,0.018,0.019,0.018,0,1,1044,1,0.Stand/1044_A_1.csv,0.01,1
334411,-0.08486711,-0.14972673,0.03284899,-0.03360362,0.029256577,-0.042032614,0.029,0.028,0.029,0.028,0,2,1044,1,0.Stand/1044_A_1.csv,0.01,1
334412,-0.09735293,0.010007106,-0.01362288,-0.004915049,-0.0016013184,0.00538329,0.039,0.038,0.039,0.038,0,3,1044,1,0.Stand/1044_A_1.csv,0.010000002,1
334413,0.038548086,0.04398026,-0.11270428,-0.010067567,0.004266929,0.029986206,0.049,0.048,0.049,0.048,0,4,1044,1,0.Stand/1044_A_1.csv,0.009999998,1
334414,0.106338404,0.07258328,-0.09453162,-0.028097933,-0.013264257,0.013928321,0.059,0.058,0.059,0.058,0,5,1044,1,0.Stand/1044_A_1.csv,0.010000002,1
334415,0.069734626,0.09972709,-0.031332538,-0.036212575,-0.00579528,-0.0027696982,0.069,0.068,0.069,0.068,0,6,1044,1,0.Stand/1044_A_1.csv,0.009999998,1
334416,0.0109795695,0.032797106,-0.03767317,-0.02499714,-0.006188469,0.005692214,0.079,0.078,0.079,0.078,0,7,1044,1,0.Stand/1044_A_1.csv,0.010000005,1
334417,0.041303933,-0.04228603,0.058294717,-0.0172556,-0.013505744,0.0066751842,0.089,0.088,0.089,0.088,0,8,1044,1,0.Stand/1044_A_1.csv,0.009999998,1
334418,0.022866115,-0.04092697,0.013597567,-0.0090933405,-0.008230319,0.0020999075,0.099,0.098,0.099,0.098,0,9,1044,1,0.Stand/1044_A_1.csv,0.009999998,1
334419,0.052782856,-0.055189997,0.042549897,-0.016015342,-0.005685581,-0.0050776233,0.109,0.108,0.109,0.108,0,10,1044,1,0.Stand/1044_A_1.csv,0.009999998,1
334420,0.034857385,-0.08743472,0.08520519,-0.010979205,0.012698501,-0.010238813,0.119,0.118,0.119,0.118,0,11,1044,1,0.Stand/1044_A_1.csv,0.010000005,1
334421,-0.009182485,0.004225555,0.03739714,-0.0058085048,0.0010567158,-0.0019598524,0.129,0.128,0.129,0.128,0,12,1044,1,0.Stand/1044_A_1.csv,0.00999999,1
334422,-0.05249346,-0.013685146,-0.008925132,0.003321405,-0.024666907,0.0015071477,0.139,0.138,0.139,0.138,0,13,1044,1,0.Stand/1044_A_1.csv,0.010000005,1
334423,0.09125419,-0.03748512,0.024649004,-0.0039720875,-0.025525939,-0.0049990546,0.149,0.148,0.149,0.148,0,14,1044,1,0.Stand/1044_A_1.csv,0.010000005,1
334424,0.09871325,0.05496579,-0.033361033,-0.015868323,0.004966726,-0.006645601,0.159,0.158,0.159,0.158,0,15,1044,1,0.Stand/1044_A_1.csv,0.00999999,1
334425,-0.011469303,-0.019295454,0.017062677,-0.027504815,0.0074425717,-0.0035836278,0.169,0.168,0.169,0.168,0,16,1044,1,0.Stand/1044_A_1.csv,0.010000005,1
334426,0.020098012,-0.04440029,0.059166912,-0.026507275,0.003788569,-0.008832471,0.179,0.178,0.179,0.178,0,17,1044,1,0.Stand/1044_A_1.csv,0.010000005,1
334427,-0.004510116,-0.0063745817,-0.027332319,-0.022458227,-0.0033569955,-0.009076213,0.189,0.188,0.189,0.188,0,18,1044,1,0.Stand/1044_A_1.csv,0.00999999,1
334428,0.028339338,-0.02340881,0.0008936231,-0.017900705,-0.013950869,-0.0014618572,0.199,0.198,0.199,0.198,0,19,1044,1,0.Stand/1044_A_1.csv,0.010000005,1
334429,0.031651333,0.0009457845,-0.009913428,-0.017109044,-0.008249313,-0.0027422707,0.209,0.208,0.209,0.208,0,20,1044,1,0.Stand/1044_A_1.csv,0.010000005,1
334430,-0.0024905186,0.023956668,0.032226972,-0.019146316,-0.0085554905,-0.0046547656,0.22,0.22,0.22,0.22,0,21,1044,1,0.Stand/1044_A_1.csv,0.0109999925,1
