level_0,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,accel-start-time,gyro-start-time,accel-end-time,gyro-end-time,activity code,index,user,serial,csv,timestamp diff,standard activity code
212541,0.04785126,-0.031531733,-0.04078663,0.0055876696,0.014057087,-0.00027173755,0.017,0.018,0.017,0.018,0,1,1027,1,0.Stand/1027_A_1.csv,0.011000001,1
212542,-0.008973504,-0.042950485,-0.046555832,0.018156856,0.027078753,0.005910714,0.029,0.03,0.029,0.03,0,2,1027,1,0.Stand/1027_A_1.csv,0.011999998,1
212543,-0.06169463,0.007938839,-0.022009697,0.003731951,0.0063194237,0.012182035,0.039,0.038,0.039,0.038,0,3,1027,1,0.Stand/1027_A_1.csv,0.010000002,1
212544,-0.014641446,-0.009156694,0.027029034,0.010491571,-0.0031327452,0.008221074,0.047,0.047,0.047,0.047,0,4,1027,1,0.Stand/1027_A_1.csv,0.007999998,1
212545,0.041253466,0.031506058,0.039709676,0.022262024,-0.011141887,0.004955867,0.058,0.057,0.058,0.057,0,5,1027,1,0.Stand/1027_A_1.csv,0.011,1
212546,0.018383315,-0.033389803,0.028135486,0.03613024,0.016067307,-0.0062508075,0.068,0.067,0.068,0.067,0,6,1027,1,0.Stand/1027_A_1.csv,0.010000005,1
212547,-0.0030518707,0.019135019,0.027973358,0.043844715,0.011870932,-0.0015980807,0.076,0.076,0.076,0.076,0,7,1027,1,0.Stand/1027_A_1.csv,0.007999994,1
212548,-0.017446429,0.004664709,-0.026980437,0.018206513,0.013242118,0.00161935,0.088,0.089,0.088,0.089,0,8,1027,1,0.Stand/1027_A_1.csv,0.012000002,1
212549,-0.0039530746,-0.02475856,-0.04542858,0.0032122887,0.0050895954,0.00080511067,0.098,0.097,0.098,0.097,0,9,1027,1,0.Stand/1027_A_1.csv,0.009999998,1
212550,0.034800228,0.0058571827,-0.006150351,0.0054714885,0.020646993,-0.0007590974,0.109,0.108,0.109,0.108,0,10,1027,1,0.Stand/1027_A_1.csv,0.011,1
212551,-0.043764494,-0.09259805,0.00080110785,0.01518767,0.0060902587,0.0016853473,0.119,0.118,0.119,0.118,0,11,1027,1,0.Stand/1027_A_1.csv,0.010000005,1
212552,0.052999996,0.015911253,-0.029167272,0.03152428,0.017063685,0.0013008647,0.128,0.129,0.128,0.129,0,12,1027,1,0.Stand/1027_A_1.csv,0.009000003,1
212553,-0.0121861575,0.008227756,-0.03549151,0.03058758,0.025249792,0.0040055267,0.138,0.138,0.138,0.138,0,13,1027,1,0.Stand/1027_A_1.csv,0.00999999,1
212554,0.018372765,-0.004621637,-0.019998569,0.027941288,0.025076188,0.0032312716,0.149,0.15,0.149,0.15,0,14,1027,1,0.Stand/1027_A_1.csv,0.011000007,1
212555,-0.051838502,0.009853176,-0.0076518245,0.023661157,0.013244238,0.0005445641,0.16,0.159,0.16,0.159,0,15,1027,1,0.Stand/1027_A_1.csv,0.0109999925,1
212556,0.009553759,-0.018506264,-0.0053334353,0.024219492,-0.0039741737,0.0011800537,0.168,0.169,0.168,0.169,0,16,1027,1,0.Stand/1027_A_1.csv,0.008000001,1
212557,-0.0055749384,-0.010758969,-0.017328732,0.021342421,0.0062433407,0.0042508948,0.179,0.178,0.179,0.178,0,17,1027,1,0.Stand/1027_A_1.csv,0.011000007,1
212558,0.029037792,0.009432115,-0.01333235,0.013800597,0.010070734,0.004856874,0.215,0.214,0.215,0.214,0,18,1027,1,0.Stand/1027_A_1.csv,0.036,1
212559,-0.008125236,0.017396785,-0.0055759624,0.0068034707,0.010435933,0.0031513616,0.219,0.216,0.219,0.216,0,19,1027,1,0.Stand/1027_A_1.csv,0.003999993,1
212560,-0.0059137708,0.011177147,-0.0013930737,-0.0045985724,-0.0029848455,-0.004354775,0.219,0.216,0.219,0.216,0,20,1027,1,0.Stand/1027_A_1.csv,0.0,1
212561,0.02071562,0.027722763,-0.021752365,-0.015227219,0.00081985845,-0.0027545865,0.252,0.25,0.252,0.25,0,21,1027,1,0.Stand/1027_A_1.csv,0.033000007,1
212562,-0.0170191,-0.0018078987,0.03397179,-0.027265342,-0.0028945557,-0.009336548,0.253,0.249,0.253,0.249,0,22,1027,1,0.Stand/1027_A_1.csv,0.0009999871,1
212563,0.01274623,-0.055809923,0.03828449,-0.014088892,-0.0070892726,-0.006125621,0.257,0.255,0.257,0.255,0,23,1027,1,0.Stand/1027_A_1.csv,0.004000008,1
212564,0.0148965055,0.0066551995,0.009645137,-0.008301422,0.00473734,-0.0015747362,0.258,0.256,0.258,0.256,0,24,1027,1,0.Stand/1027_A_1.csv,0.0009999871,1
212565,-0.03678622,-0.010729569,0.03148214,-0.010834409,-0.0017166142,-0.006835726,0.262,0.261,0.262,0.261,0,25,1027,1,0.Stand/1027_A_1.csv,0.004000008,1
212566,0.017074121,-0.012290862,-0.019724483,-0.008165326,-0.0012526736,-0.006446174,0.27,0.271,0.27,0.271,0,26,1027,1,0.Stand/1027_A_1.csv,0.008000016,1
212567,-0.017272402,-0.029702662,-0.007202657,-0.0013789413,0.000517039,-0.0047494587,0.279,0.278,0.279,0.278,0,27,1027,1,0.Stand/1027_A_1.csv,0.009000003,1
212568,-0.009727952,-0.019870752,-0.03763409,0.008491777,-0.0009151648,0.00012220349,0.288,0.289,0.288,0.289,0,28,1027,1,0.Stand/1027_A_1.csv,0.008999974,1
212569,0.0119507,-0.022877568,-0.067500316,0.020601278,0.002205811,0.00076577533,0.3,0.299,0.3,0.299,0,29,1027,1,0.Stand/1027_A_1.csv,0.012000024,1
212570,-0.027126685,0.026744993,-0.02199605,0.020397896,0.0015913036,0.0013062572,0.311,0.31,0.311,0.31,0,30,1027,1,0.Stand/1027_A_1.csv,0.010999978,1
212571,-0.017093455,-0.044399507,-0.03483176,0.014937963,-0.0067469715,0.002291605,0.32,0.32,0.32,0.32,0,31,1027,1,0.Stand/1027_A_1.csv,0.009000003,1
212572,0.04537581,-0.006444279,-0.0511738,0.02051031,0.0011238782,0.0035316132,0.33,0.331,0.33,0.331,0,32,1027,1,0.Stand/1027_A_1.csv,0.01000002,1
212573,-0.036440536,0.0015816652,-0.014025148,0.007495111,0.009236243,0.0018326933,0.34,0.341,0.34,0.341,0,33,1027,1,0.Stand/1027_A_1.csv,0.00999999,1
212574,0.038661044,-0.012259962,0.0040916596,-0.008735227,-0.004743301,-0.0024814755,0.35,0.351,0.35,0.351,0,34,1027,1,0.Stand/1027_A_1.csv,0.00999999,1
212575,0.030442161,0.044425845,-0.031938083,-0.020882985,0.014376707,0.0054743164,0.363,0.362,0.363,0.362,0,35,1027,1,0.Stand/1027_A_1.csv,0.013000011,1
212576,-0.009160543,-0.011669909,-0.0123218205,-0.039736714,0.016183928,0.0020057068,0.371,0.37,0.371,0.37,0,36,1027,1,0.Stand/1027_A_1.csv,0.007999986,1
212577,-0.016372649,-0.0054397103,-0.019843996,-0.041041333,0.01687391,-0.006846108,0.382,0.381,0.382,0.381,0,37,1027,1,0.Stand/1027_A_1.csv,0.011000007,1
212578,-0.02651162,-0.017320424,-0.032723602,-0.040776376,0.0075735496,-0.0064287386,0.389,0.39,0.389,0.39,0,38,1027,1,0.Stand/1027_A_1.csv,0.0069999993,1
212579,0.008267306,-0.05273685,-0.046126686,-0.029860083,-4.9258117e-05,-0.008705197,0.401,0.4,0.401,0.4,0,39,1027,1,0.Stand/1027_A_1.csv,0.0119999945,1
212580,0.021009292,-0.032813217,-0.07055286,-0.013451523,0.0007514644,-0.004324147,0.412,0.411,0.412,0.411,0,40,1027,1,0.Stand/1027_A_1.csv,0.011000007,1
212581,-0.0021043238,-0.015787285,-0.030015726,-0.006104748,0.00061179686,-0.005665633,0.422,0.421,0.422,0.421,0,41,1027,1,0.Stand/1027_A_1.csv,0.00999999,1
212582,-0.0046937293,0.018256681,-0.028587066,-0.02145611,-0.0058190157,-0.0015387633,0.429,0.43,0.429,0.43,0,42,1027,1,0.Stand/1027_A_1.csv,0.0069999993,1
212583,0.031667884,-0.0068866177,-0.013212288,-0.029173309,-0.0057528308,-0.00702544,0.442,0.441,0.442,0.441,0,43,1027,1,0.Stand/1027_A_1.csv,0.013000011,1
212584,-0.011653547,0.040337197,0.00536089,-0.031279307,-0.004382212,-0.004803237,0.452,0.451,0.452,0.451,0,44,1027,1,0.Stand/1027_A_1.csv,0.00999999,1
212585,-0.015909502,-0.005200458,0.036795337,-0.038036015,-0.009730736,-0.008144369,0.462,0.462,0.462,0.462,0,45,1027,1,0.Stand/1027_A_1.csv,0.01000002,1
212586,0.03470707,-0.037515573,0.003635469,-0.028046906,-0.008853702,-0.0066692424,0.473,0.472,0.473,0.472,0,46,1027,1,0.Stand/1027_A_1.csv,0.010999978,1
212587,0.018791689,-0.013393404,-0.009540669,-0.014636002,0.006707353,0.0011656386,0.48,0.481,0.48,0.481,0,47,1027,1,0.Stand/1027_A_1.csv,0.0069999993,1
212588,0.00029420154,-0.019871159,-0.03455116,-0.006602209,0.009432288,-0.0013481684,0.49,0.49,0.49,0.49,0,48,1027,1,0.Stand/1027_A_1.csv,0.01000002,1
212589,-0.005878871,-0.0040926444,-0.023351148,0.00956776,0.0033257548,-7.412846e-05,0.501,0.501,0.501,0.501,0,49,1027,1,0.Stand/1027_A_1.csv,0.010999978,1
212590,-0.029823732,-0.0064268354,-0.02840424,0.0059983633,-0.004957537,0.00032093533,0.513,0.512,0.513,0.512,0,50,1027,1,0.Stand/1027_A_1.csv,0.012000024,1
212591,0.039829787,-0.008189222,-0.04629743,0.00946864,0.0030972103,-0.001328479,0.522,0.521,0.522,0.521,0,51,1027,1,0.Stand/1027_A_1.csv,0.009000003,1
