level_0,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,txt,user,serial,index,activity code,standard activity code
353282,0.5275447329708052,0.7153613062355517,1.3904827458564415,0.030778746617584795,-0.04118568453027383,0.004576936496867632,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,239,5,1
353283,1.0136381611702823,0.8172080663889407,1.755508667220759,-0.05773478401408942,0.610661244840715,-0.09496091297894446,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,240,5,1
353284,0.46050295374151373,0.8679094461118632,2.3087411636178348,-0.16165946975691597,0.40608660629465054,-0.038226966813303204,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,241,5,1
353285,0.8988652961150381,0.5940982606920083,2.2570073828977057,-0.03680307656909858,0.29626368190149804,-0.016908247938856622,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,242,5,1
353286,0.10323838724254834,0.5138802791792723,2.204313543924437,0.07900701484779471,0.1098978275666657,-0.014156072248679812,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,243,5,1
353287,0.29613189341608986,0.5772040061397115,1.782171476930681,0.034936748168336,-0.19816362551849823,-0.05004876956488183,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,244,5,1
353288,0.7035336499806232,0.661049476888022,1.9113390222760738,0.1282533614119133,0.0362603069339436,0.04389306063361868,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,245,5,1
353289,0.6714021613045922,0.5729163639782244,1.4541651356968717,-0.057993643709607856,0.08857266302407425,0.020517187448249846,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,246,5,1
353290,0.32228439114325036,0.613824657271537,1.2341316200770194,-0.011445259350132679,0.12886189352497796,0.03913062749733119,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,247,5,1
353291,0.13670590627776122,0.9730323857828853,0.8163628882048897,0.05413331562232876,-0.005527894160237098,-0.019238639749961584,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,248,5,1
353292,0.22197744413655746,0.44550147438418525,1.02678513477816,0.010592518360415231,0.02303512214474223,-0.007568691617028235,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,249,5,1
353293,0.20886892539002674,0.4447947701712133,0.9934262807929636,-0.0025478894776221617,-0.01422900136377202,0.0038925395536668146,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,250,5,1
353294,0.15898692497240421,0.2869128780544653,0.842484598646658,-0.014707516259727181,0.012451251039097057,8.363121456601407e-05,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,251,5,1
353295,0.16329575521001782,0.19072357905504245,0.6726205574492234,-0.007034823548612422,-0.0021452869820867727,0.00203526214514849,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,252,5,1
353296,0.12695059386462348,0.13150036613832064,0.5494462340602618,0.0009673839705042729,-0.0014079407367613758,0.0033436802604854326,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,253,5,1
353297,0.08118940007756958,0.1356543144869209,0.5376568281321243,0.02399077376241058,-0.0049608555449606176,0.002034405318331131,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,254,5,1
353298,0.05276779716155486,0.19531271197173755,0.4046551772825096,0.00530603602064696,-0.0016348564839630524,0.007506253837433767,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,255,5,1
353299,0.05437542910309224,0.1552498189425585,0.2977579879395976,-0.0014169482978266465,-0.0026277424114184694,0.008546666115269663,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,256,5,1
353300,0.03926555703166683,0.1547195378867777,0.15257891154107842,0.004591995032982844,0.001885809943487077,0.006270143392876071,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,257,5,1
353301,0.008931888719712058,0.05441702609437546,0.10711309886621528,0.012084857679680358,-0.0028324567507822095,0.0007896349483433214,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,258,5,1
353302,-0.002972397179097328,0.05533733120452357,0.05273276900605896,0.009891252619993292,-0.005255736920562514,0.0038360803202361032,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,259,5,1
353303,-0.0132601431135831,0.0013718646396432312,-0.009059644445323617,0.007496352625517764,-0.002369760769299706,0.004511329054413328,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,260,5,1
353304,-0.055182850582980086,-0.012135790809392925,-0.009234551043542975,0.00768335626873793,-0.007577602962926457,0.005787512500938029,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,261,5,1
353305,-0.07074110943151847,0.008041447407740324,-0.09786254669705227,0.007007314527237071,-0.008903526861546916,0.002940563286688439,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,262,5,1
353306,-0.08097480648786184,-0.03805010773181333,-0.11978241867903394,0.0064031494921859555,-0.00591514806842146,0.0035656963216750956,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,263,5,1
353307,-0.06700194302169805,-0.05368630738312721,-0.21426646829431376,0.0070906062725243045,-0.006914238197627196,-0.0037717944790119015,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,264,5,1
353308,-0.07758574863762259,-0.03792695602137021,-0.21367736007711705,-0.004945623937252175,-0.00655507728487412,0.0018538765647507591,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,265,5,1
353309,-0.10727935047827962,-0.069131160026832,-0.24271351460133736,-0.008940012418400707,-0.0009733709698042207,0.00556907276198312,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,266,5,1
353310,-0.06916844599031106,-0.13671048836752336,-0.3428371373140239,-0.0059702162052340385,-0.006953664341004988,0.004978006322217834,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,267,5,1
353311,-0.11453980333234651,-0.09990964454687483,-0.2846513703426856,-0.011506427977098804,-0.006902272222981235,-0.003940831214202601,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,268,5,1
353312,-0.05951076898845988,-0.10439480258273082,-0.3085478044730334,-0.02136826261689214,-0.002906468716970395,-0.0007107446380986721,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,269,5,1
353313,-0.1139790061735379,-0.2269869261648357,-0.27984132849185295,-0.007551976640398625,-0.00460926923758062,0.003073886344451389,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,270,5,1
353314,-0.07797963234861248,-0.2526871582350089,-0.26570403970079387,0.026086756621504302,0.00041747645397443786,0.004973316038056983,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,271,5,1
353315,-0.0978177719362319,-0.16256512017044636,-0.3142006071427324,0.027810034304769794,-5.656169021224511e-05,0.0018109175065079567,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,272,5,1
353316,-0.034250988353362564,-0.15265323728205207,-0.3833247840915148,0.02241656675200876,0.023226041252470152,-0.003140970426603171,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,273,5,1
353317,-0.09722868765847374,-0.039402125370810684,-0.33545588499895496,0.008910532620381613,0.011196037930348448,-0.006748420064326341,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,274,5,1
353318,-0.06818534384065952,-0.059249318587313166,-0.29262577207355034,0.005371097739134641,0.009123589550548648,-0.0009340455046902962,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,275,5,1
353319,-0.04585191211270029,-0.12179719749577529,-0.3303364497559058,0.015106754217059223,0.01073448337061774,-0.005279859614574636,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,276,5,1
353320,-0.11004424125629594,0.00458531686099241,-0.25127144696072423,-0.0001208862345751377,0.005494033746231431,-0.006501042856236381,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,277,5,1
353321,-0.04171921592640164,0.03811685970559424,-0.2692601602909802,-0.028812066242879054,0.004855970759401281,-0.01846848912722308,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,278,5,1
353322,-0.06211390104465799,0.14572589093610222,-0.23510097600389604,-0.09384927671572003,0.003296743954620887,-0.03054975868457731,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,279,5,1
353323,-0.08736506685913512,0.04594332795725706,-0.22007811784424272,-0.10831800855449371,-0.0016055258115903435,-0.021481143209903405,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,280,5,1
353324,-0.06791670265411895,-0.13990327681289022,-0.2308505796080155,-0.09518077137868874,0.0007801522446926785,-0.028817239254806778,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,281,5,1
353325,-0.06253370982435133,-0.1581500572812496,-0.17765274964237374,-0.0774018326421288,0.0058149394040839224,-0.03769538066879438,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,282,5,1
353326,-0.06221423315780613,-0.0351079239149335,-0.13492813136520662,-0.06701859283564746,0.0049626986795149475,-0.028797019903129124,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,283,5,1
353327,-0.04666315884264837,-0.09358135002829102,-0.1914578143831721,-0.06491347619050047,-0.0007095081533812324,-0.015049734651699086,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,284,5,1
353328,-0.002863352313140214,-0.04511301209331475,-0.16689248064141085,-0.05983451275460554,-0.00029024630334890944,-0.005036100663371349,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,285,5,1
353329,-0.0376564107774342,-0.09204639622153137,-0.13592670094705128,-0.044560759619972704,0.004198589938399153,-0.013779139834144308,../data/original/UCI/RawData/gyro_exp30_user15.txt,15,30,286,5,1
