level_0,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,txt,user,serial,index,activity code,standard activity code
437166,0.18300593421878755,0.6371522311934771,1.1797157446220523,0.01544776708598547,-0.007595757419518874,-0.00020277658624415652,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,704,5,1
437167,0.31104562926531343,0.9580940326757612,1.8544957521743788,0.028783743499345187,-0.006136486869699031,-0.0019288796006219353,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,705,5,1
437168,0.22807310159853175,0.7890320781444538,1.5644511173903415,0.03477283102313729,-0.003581222016748038,-0.0037497901730559093,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,706,5,1
437169,0.2219017520454537,0.8064722603215891,1.491925029091189,0.04040240085387578,-0.00651708572759956,-0.009009027852649025,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,707,5,1
437170,0.18273247956269006,0.7587498738604364,1.3952677770935162,0.03327185222843615,-0.017658178526931575,-0.006630237142855138,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,708,5,1
437171,0.22262310637964355,0.6490904545254272,1.293820007266653,0.03064312504324807,-0.0042050633636983685,-0.012446411906044154,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,709,5,1
437172,0.14089029637081613,0.45624372784575135,1.1701380080837787,0.0478910347734392,-0.007744697205644562,-0.013297263285589679,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,710,5,1
437173,0.11768624942985122,0.5073433400383703,1.0655974035486975,0.08704950641207017,-0.029262898656799624,-0.0053030084087416635,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,711,5,1
437174,0.1503305674750432,0.5928232091599624,1.0060848183924445,0.0973364575971942,-0.02477804333476821,0.002615798605661086,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,712,5,1
437175,0.03197614480873718,0.6735551334392152,1.0091944172495775,0.0753173308836253,-0.04033758167271473,0.016784673412874103,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,713,5,1
437176,0.11855398090013097,0.7133124986988413,0.8132803041240635,0.0053051547856253,-0.03272739932348098,0.020449608320596325,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,714,5,1
437177,0.06382256352068774,0.6401386994636005,0.7680870874809052,-0.03191165148547558,-0.02252340943294636,0.01722682465599679,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,715,5,1
437178,0.06480331034360766,0.49755550807245713,0.6785066404696969,-0.0710856039228803,-0.01971250318444837,0.015060928409172496,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,716,5,1
437179,0.10003065721122649,0.30803946146618394,0.6529901590125654,-0.06919991527019437,-0.005391181936811073,0.001770653554659898,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,717,5,1
437180,0.04791746983289696,0.3493582971789944,0.5864411885413564,-0.06529379105864223,0.0007214815994984263,-0.003124675977759438,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,718,5,1
437181,0.03650181047676862,0.3680773465410436,0.45382607724446494,-0.08337411329546048,-0.005170201330828887,-0.00477497893887113,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,719,5,1
437182,-0.007012489668557507,0.2925307359678589,0.3481886421221222,-0.1048149171522856,-0.008122531694904777,0.007355994304644483,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,720,5,1
437183,-0.0009522207691232743,0.16344296711590944,0.3485611640237388,-0.10611740977467786,-0.008200010924713744,0.010880592600812394,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,721,5,1
437184,0.02057690019786575,0.030201223087447788,0.28100502614927136,-0.09534881475384156,0.0005594883375612846,-0.00755594614355108,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,722,5,1
437185,0.00853602803026196,-0.01675847351137896,0.11666538742059432,-0.07568241042399565,-0.005920516304960961,-0.0004036323497212226,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,723,5,1
437186,-0.012706572822589343,-0.12611634396521232,0.05224590113283148,-0.05205884989228781,0.013299360336498905,0.0023432806661571313,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,724,5,1
437187,-0.03120474047955614,-0.14570271702440496,-0.0075301404673366965,-0.0337417166812896,0.020687432239256818,0.01071467541587291,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,725,5,1
437188,-0.06513667799130847,-0.1069539297650344,-0.09444223430316302,0.00709529477904757,-0.0020116593768719432,0.021228939331833497,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,726,5,1
437189,-0.05424027293658258,-0.06319962944901335,-0.11723180072905925,0.01489043314106877,-0.004934396876904258,0.017322941673802283,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,727,5,1
437190,-0.004287118442208196,-0.10834492139517793,-0.08381919253548223,0.011407088540050911,-0.00953557127361335,0.02648955749989715,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,728,5,1
437191,-0.048863359122082985,-0.13944557606444713,-0.14747986483415743,0.023260709117835683,-0.013117685471966891,0.02136413561772532,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,729,5,1
437192,-0.034759746773067306,-0.027826787961141956,-0.16845315586259912,0.013702389335381301,-0.008523761554537818,0.019798644055296084,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,730,5,1
437193,-0.043663497508017075,-0.049439054655690165,-0.19624098017390823,-0.004814023488872992,0.007416717595970396,0.010244648119286487,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,731,5,1
437194,-0.02973818604549497,-0.17055718053406566,-0.18717831916987898,0.0024903600323367497,0.006445281209511913,-0.015510959197886207,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,732,5,1
437195,-0.04556831874048793,-0.11491744507165565,-0.23169934692531607,0.0034381449661440426,0.011078634899384907,-0.01318163355646772,../data/original/UCI/RawData/gyro_exp36_user18.txt,18,36,733,5,1
