level_0,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,txt,user,serial,index,activity code,standard activity code
494987,1.1142204789280246,1.0475521292344767,2.373430603596618,0.05937974996490495,0.1780212489257982,0.05799260919711714,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,594,5,1
494988,1.4249369063776547,1.336322300869739,3.576180886793357,-0.062485019854944805,0.17178743515218042,0.01669334466225087,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,595,5,1
494989,1.154871167178579,1.0620135685954855,3.0410848838993707,-0.01795240389539339,-0.00803248681350347,-0.0005096218576451051,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,596,5,1
494990,1.360237997515704,1.1322263747449035,2.921931043118148,-0.00697081748410182,0.020841729600131764,0.010692584307674854,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,597,5,1
494991,1.1964464003975046,1.0263688839625407,2.4831195333701492,-0.006251538053188996,-0.023022126764518768,0.015986162535528908,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,598,5,1
494992,1.1264609298866861,0.9266079385221099,2.393088189870779,-0.011376209650765882,-0.0008901909844330652,0.010535099994777633,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,599,5,1
494993,1.0305951405367892,0.809706295107409,2.1143077219686277,0.011938735933858656,-0.011037453980332975,-0.008334121416365487,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,600,5,1
494994,0.9693021779275235,0.8693884656808927,1.8969792763533633,0.01967325774489167,-0.008778208921984654,-0.020221122661747207,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,601,5,1
494995,0.9054370939715494,0.8372468772532061,1.7875005291958863,-0.0031829712691166176,0.010930591542794375,-0.03608359683344395,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,602,5,1
494996,0.798500113611001,0.7584312170734541,1.5730586582536346,-0.04243789080345272,0.005935615592605916,-0.03533802814532159,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,603,5,1
494997,0.7758498243947455,0.630481522507502,1.4612159896540595,-0.048924099286453596,0.014839362676808684,-0.02543641539813202,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,604,5,1
494998,0.5789616059922357,0.4740528173341969,1.1006149325057772,-0.07605881931251203,-0.03567530848605237,-0.0016002354886575716,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,605,5,1
494999,0.5943190488204382,0.3531330458243304,0.9061556935913957,-0.08194723338846156,-0.03464023160005788,0.012321877338123295,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,606,5,1
495000,0.525851753833655,0.20428864687777068,0.9553691852932522,0.016662855899053076,0.047733409476790035,-0.02020232511371322,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,607,5,1
495001,0.5318311696147268,0.2730134267309387,0.801298507080352,0.010763791563266031,-0.07072003534197883,0.006938563998542533,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,608,5,1
495002,0.4286716451866991,0.16751522568161306,0.516513608392716,0.02709869510444647,-0.023209385412623552,0.025059592067894557,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,609,5,1
495003,0.29711223407701925,0.09454026136511598,0.6063443676487105,0.05511236198993399,-0.042185771126205016,0.01006372308031425,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,610,5,1
495004,0.2624815558135127,0.13719866039433917,0.42802188909477523,0.04716028009527877,-0.02134358766044875,0.008279708529175214,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,611,5,1
495005,0.2809729585244499,0.13594098981715202,0.22671140735075856,0.0017172024297492788,-0.01574844235155564,0.025929249518196747,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,612,5,1
495006,0.2077011871463328,0.18510433665938325,0.17172538866722856,-0.021871860772629842,0.01714806884134192,0.005018131928759072,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,613,5,1
495007,0.08205781670250029,0.15554236719118056,0.10596228472952214,-0.038094129085498175,-0.05408353465943327,0.0068017526261576165,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,614,5,1
495008,0.17113356987707537,-0.039938200091754805,-0.042199754067098055,-0.0727559380161074,0.01926136775752389,0.021753289806007575,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,615,5,1
495009,-0.03622926061212883,-0.03292713378811339,0.04866234520678071,-0.029060151553666334,-0.055903618730250626,0.03667327283207134,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,616,5,1
495010,0.044365361920656196,-0.08798541472716281,-0.08885610745795092,0.011405419005982905,-0.016369822397027542,0.0380495958199764,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,617,5,1
495011,0.04178406815896958,-0.13724175953209306,-0.19336566674622538,0.037552496378230125,0.022617241658305514,0.011821713385420145,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,618,5,1
495012,-0.1245335474034063,-0.08205308722409851,-0.21383038092338683,-0.027004122567831336,-0.041937359518001864,-0.006389978857895474,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,619,5,1
495013,-0.022774343556488677,-0.10282028117715297,-0.30733500111787765,-0.023386255434735506,0.0408382806679341,-0.033726437671646,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,620,5,1
495014,0.006399976864810369,-0.030957252755219333,-0.3737223969240141,-0.041139213737372636,0.06696182710845992,-0.0346252425394218,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,621,5,1
495015,-0.20040150886196587,-0.07443157204501791,-0.24522507377299277,-0.0457610766857851,-0.03561019111019327,-0.0067628438879873114,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,622,5,1
495016,-0.08518862001015859,-0.2975093117125564,-0.43254208260756194,-0.00039267443825200844,-0.0036624160239649302,-0.008391713417276013,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,623,5,1
495017,-0.1195412298374055,-0.43234506842042647,-0.44411819705568784,0.03749739031585631,0.009574154577363514,-0.033086733271991,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,624,5,1
495018,-0.1491090719585119,-0.3874812145528529,-0.4398994492565838,0.07628466459927985,0.05843478072628585,-0.04459067401905183,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,625,5,1
495019,-0.16128273530581846,-0.22430188090408965,-0.3520330311040868,0.054012003257814516,0.021254956765211063,-0.03769717992873988,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,626,5,1
495020,-0.1424435890501599,-0.2696924008600855,-0.3627353529981552,0.08976586676990152,0.049222900095048844,-0.03617026327078027,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,627,5,1
495021,-0.17979786073723844,-0.1286346749649781,-0.3688330069742822,0.016095616819390528,0.0108300816004421,-0.02607342220255811,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,628,5,1
495022,-0.14851804376437203,-0.10014224183490762,-0.32991271460417204,-0.008548160766975196,-0.016648565552001986,-0.026802297467611706,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,629,5,1
495023,-0.17586825160928374,-0.08440682965535318,-0.2717570568008072,-0.04177536610813038,-0.0009614745744710539,-0.0007679319568991308,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,630,5,1
495024,-0.23432713629065355,-0.19316075110007197,-0.19167913174656823,0.0022264890561695316,-0.04805605782391726,0.0043947266815149485,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,631,5,1
495025,-0.08033586526658788,-0.14648976622000956,-0.33358704609973044,0.08411532368256792,-0.019616833234194223,-0.004625519978687692,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,632,5,1
495026,-0.1267628455557644,-0.03258864438939994,-0.3988461595685013,-0.03482564037909656,-0.02186386174854592,0.0005221449390398691,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,633,5,1
495027,-0.20518056921575614,-0.11545354385393441,-0.14501749100215586,-0.028327139909229623,-0.00851218788714792,-0.006369542818122214,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,634,5,1
495028,-0.13901401699438726,-0.2161281177133976,-0.18379761368957317,-0.017290956384781175,0.01081825217107968,-0.023318990465834178,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,635,5,1
495029,-0.15214129712025215,-0.14567746575729226,-0.16905007551858156,0.005649411525606668,-0.0015866356645715105,-0.01544992102535706,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,636,5,1
495030,-0.13776595838705846,-0.19007072639951028,-0.22117994609049466,0.042144958842656795,5.216462873585942e-05,-0.0018875562699469353,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,637,5,1
495031,-0.1108133188455884,-0.1881187980839118,-0.19683486846503792,0.06885263159436478,0.017983536164398715,-0.010263392836688139,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,638,5,1
495032,-0.1533700446291266,-0.07719491320590993,-0.13729069529153715,0.09512209261503399,0.03147880742528037,-0.02955863302316463,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,639,5,1
495033,-0.11935704930897068,0.03004905809539401,-0.1388428597450479,0.0924335806537441,0.019258431886093573,-0.03579913362135853,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,640,5,1
495034,-0.05268164819900484,0.11829687537281947,-0.10978311457542708,0.06603442787702932,0.018216757795376244,-0.026021513384397663,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,641,5,1
495035,-0.06879029930293287,0.1606913101780061,-0.08429428973963157,0.03218245479808293,0.016740175805788023,-0.020124516858282374,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,642,5,1
495036,-0.10830634597730486,0.12282167839212788,-0.08395016051767357,-0.012084724311851485,0.010035595857775779,-0.01760176294688016,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,643,5,1
495037,-0.015224665137366157,0.0688720454197864,-0.17732905664710893,-0.042879689846002766,0.021067144547933347,-0.02372807303735112,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,644,5,1
495038,0.004489191857656024,0.1464643240207774,-0.32907424249451805,-0.0673108543674691,0.05035242876545162,-0.04612015286269611,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,645,5,1
495039,-0.04093775998581616,0.31737156833904695,-0.05474705464742685,-0.12277147874467852,0.020318007864650864,-0.03449043979939379,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,646,5,1
495040,-0.023165111931587483,0.5279047635470236,0.1033692164272076,-0.22462608502531603,-0.008280243919640851,-0.013850303533941151,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,647,5,1
495041,-0.05040151882447424,0.39694360268829915,0.08093835746057247,-0.34248002421164103,-0.03732984823848411,0.00024234852684162944,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,648,5,1
495042,-0.06119548164231205,0.08311408890595748,-0.10639261613875622,-0.40362909188425194,-0.03566482508200701,0.008451387492773538,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,649,5,1
495043,-0.10944585811296957,-0.31127242826827584,-0.03767911382108907,-0.34033398142456384,-0.03039812914017181,0.0032111788283812077,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,650,5,1
495044,-0.05821473146228097,-0.57104837903732,-0.011915119143877651,-0.2035589321881765,-0.024368039002635303,-0.0036757848808002926,../data/original/UCI/RawData/gyro_exp40_user20.txt,20,40,651,5,1
