level_0,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,gyro-x,gyro-y,gyro-z,accel-x,accel-y,accel-z,activity code,index,user,serial,csv,standard activity code
0,1.1067489,-1.2331679,2.3117537,0.28862166,0.939728,-0.14486279,-0.41801494,0.50054085,0.8212296,0.7680760749724055,7.867572828956679,2.9286569110486207,0,0,13,1,dws_1/sub_13.csv,4
1,1.2148068,-1.2211165,2.8354373,0.32301676,0.9404421,-0.11892901,0.32580554,2.5624392,0.90070856,4.42020865533523,9.669579252897297,0.06753464726976265,0,1,13,1,dws_1/sub_13.csv,4
2,1.2464207,-1.1808162,2.6572268,0.359083,0.92436755,-0.1217442,0.56471914,-0.009305298,0.23984793,5.0940615388862,-3.5712155266834857,1.0865327920796555,0,2,13,1,dws_1/sub_13.csv,4
3,1.1640754,-1.1203748,2.6294532,0.40100446,0.9005787,-0.17156452,2.0679815,0.8744432,1.9011586,4.244128270675558,2.3723457228789377,-0.4515137531763837,0,3,13,1,dws_1/sub_13.csv,4
4,1.0916551,-0.94141495,2.481247,0.5212246,0.8084982,-0.27252185,2.093187,-0.4842232,2.716615,1.2772218404386817,8.98326137198898,-0.47945108196065156,0,4,13,1,dws_1/sub_13.csv,4
5,1.0570693,-0.8664504,2.483112,0.56476605,0.76167667,-0.31690684,0.29795188,0.53747654,-0.15205133,0.2660991984337583,0.7288043420528244,0.6047016484613041,0,5,13,1,dws_1/sub_13.csv,4
6,1.0845195,-0.9216914,2.4399133,0.53400177,0.7971576,-0.28388166,-0.7617939,0.65265214,-1.8094372,-0.726001443940494,-4.697140862232724,-0.5495866014013115,0,6,13,1,dws_1/sub_13.csv,4
7,1.0784155,-1.0714645,2.4559817,0.42208016,0.8773416,-0.22508447,-1.824587,-0.7925433,-3.0060217,1.9081393453484117,-2.5108755022064426,-1.1609406014520887,0,7,13,1,dws_1/sub_13.csv,4
8,1.0202497,-1.2081178,2.472033,0.30239427,0.93541765,-0.18650073,-0.9779271,-2.2170389,-1.4886984,0.6707408571792939,-5.926972669142226,-0.7285445817222223,0,8,13,1,dws_1/sub_13.csv,4
9,0.8924801,-1.2671509,2.4526863,0.23288247,0.953917,-0.18699303,-0.52460116,-1.5532092,-0.91954184,0.03453910429381075,-12.58325113491023,3.1692426629974766,0,9,13,1,dws_1/sub_13.csv,4
10,0.9095212,-1.3073691,2.5178308,0.20514092,0.9657702,-0.15997136,-0.8882618,-0.8624443,0.28665963,-2.6286702847985626,-8.368863152082946,-1.1026181619292168,0,10,13,1,dws_1/sub_13.csv,4
11,1.078439,-1.2824491,2.7048545,0.25037184,0.9584223,-0.13507032,-0.1356759,1.0554036,1.3103014,-2.0070121851574005,9.467351609397861,1.2934539707243773,0,11,13,1,dws_1/sub_13.csv,4
