level_0,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,txt,user,serial,index,activity code,standard activity code
105175,0.9514239194509698,0.5107686326682941,0.1112733513219217,-0.10959140639486692,-0.13280849497408379,-0.5798196594950817,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,136,5,1
105176,1.3595094546655468,1.0939005580092542,-0.05659262725439805,-0.07617944574820236,-0.1855195266602499,-0.9634870785969822,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,137,5,1
105177,1.833161430767281,1.463497161328993,0.16740586730312237,-0.05401426016414239,-0.10744410497345927,-0.16333377965414786,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,138,5,1
105178,0.4838483656325327,1.4202903881009876,0.11493429476503404,-0.040818192071974596,-0.04628453720922954,-0.07274834013885852,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,139,5,1
105179,0.10363837398285239,1.0792135464663808,0.20964910770196502,-0.0021935601627914095,-0.4792667861777348,-0.07456476488261068,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,140,5,1
105180,0.9428318136634495,1.2446638118458389,-0.7438002605534351,0.17196454287111615,0.4895521953469087,0.1871382845938955,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,141,5,1
105181,0.3612699846907409,0.9668751090200489,0.6140097224303018,0.0248048367330017,0.48418435898884343,0.07237437511831568,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,142,5,1
105182,-0.17847828184474632,0.6183021904733575,-0.286671991102162,0.0668627419082453,0.473296151896656,-0.039522719383745915,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,143,5,1
105183,-0.5799383516436705,0.7656576666554483,1.0565018933126906,0.051838128755742445,0.4686214371484519,-0.0002511744768737018,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,144,5,1
105184,-0.23736184632637686,0.73421227349369,0.8302506274808528,-0.013761962761167049,-0.15065753026514064,0.0007444285562536405,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,145,5,1
105185,0.20137653822840382,0.4348447806825103,0.4539128620826488,0.21777554582136052,0.2449915581044032,-0.026549471634272577,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,146,5,1
105186,-0.28534187586332577,0.5535062373764508,0.41474449842075384,0.10771892528591612,-0.01368102389594052,0.04167870191387819,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,147,5,1
105187,0.05161071185851476,0.38639030731365104,0.43189675424034524,0.056627759094323216,0.04809379008199911,0.017031018136037683,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,148,5,1
105188,-0.13120505896055426,0.9659445282249206,0.45328526950725484,-0.07044892220249338,-0.056427832378119824,0.19438388910629723,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,149,5,1
105189,0.2677452490807924,0.11556659693889734,0.3243689721881133,-0.02062330783205396,-0.11334244109403446,0.02583770406688766,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,150,5,1
105190,-0.0017020086599440181,0.18206980825984315,0.1816286788037687,0.02869461057056364,-0.06248359044246819,-0.06451142409204254,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,151,5,1
105191,0.044011743680245595,0.2255167642735803,0.0760861339470823,0.017168724474637173,0.12000516401709566,0.09041396028891431,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,152,5,1
105192,0.03896571709498682,-0.23075532926755585,0.3908661358765375,0.03167761950292246,-0.081544249530139,-0.1423559470949986,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,153,5,1
105193,-0.0779842749149878,0.17830329615989787,0.04261984149946629,0.006080337908265711,-0.01321580366586192,-0.06287669419107744,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,154,5,1
105194,0.046682009069505634,0.0698877591864701,-0.0091729958243748,0.015991231910502696,0.03067595806142066,-0.006207177656838307,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,155,5,1
105195,-0.11475831364900962,0.05405980430326866,0.2850650037775077,0.12041709139620001,0.03236446133755207,0.04834994521122146,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,156,5,1
105196,-0.11991889559179605,-0.09220027134995017,0.24752808419525682,0.04061005103959076,0.06165436459064101,-0.08916839392554005,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,157,5,1
105197,0.13710450182714867,0.13997209188777937,0.05637118975137923,-0.004359076665493712,0.07307153062299196,-0.017801440767400898,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,158,5,1
105198,-0.09927546952246077,0.029713560082341217,0.21014396998183632,-0.021179700029435283,-0.06106802958800066,0.0009746276737000459,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,159,5,1
105199,-0.0527085370805132,-0.018744855771581182,-0.12197511336319414,-0.04691635887423186,-0.0029129460977933815,-0.04975271503166007,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,160,5,1
105200,-0.06981451145849116,-0.06191576866885673,-0.034729879697659546,-0.04903397398289411,-0.03432218061435591,-0.04705377267562904,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,161,5,1
105201,-0.0006652690309557003,0.16009474328598391,-0.09222281921623286,0.0002008758428971441,-0.016974260748022593,-0.009456628698577087,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,162,5,1
105202,0.002720253065969615,-0.29403259257038455,-0.260175717465024,-0.08016542283052167,-0.05296662005739111,0.015643399412397667,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,163,5,1
105203,-0.15199258006953256,0.10196002303201614,0.008966993723752087,-0.1265617592311459,-0.12472165195712652,-0.019054732645794045,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,164,5,1
105204,0.2397554530501385,-0.15011965956272064,-0.11725428414314609,-0.06771373957387984,-0.1200785507207778,0.026806307906705063,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,165,5,1
105205,0.24167982716236816,-0.42162440078182234,-0.2517978272186892,0.11442498478389712,0.31047827907046766,-0.024126202587647305,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,166,5,1
105206,-0.44452921659376693,-0.1287036215592298,0.13961346616236975,-0.042542146102538064,0.03225831340103626,-0.03592890253298016,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,167,5,1
105207,0.09818986333975005,-0.28904124418960286,0.002853015451848337,0.011039779478396627,0.015946710653282275,-0.021249454775895335,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,168,5,1
105208,-0.05785838745928647,-0.23244007546524723,0.1323929139134003,-0.009138926282576593,0.029960171858997357,-0.024557679102644947,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,169,5,1
105209,-0.007601642586762924,-0.16975054242190007,0.03268750228392152,-0.017474944023578583,0.010960843101574684,-0.019637324040996645,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,170,5,1
105210,-4.8651242273817164e-05,-0.10115085750720666,-0.03622385369051288,-0.03494607435742955,0.03451018817865685,-0.014847550523287519,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,171,5,1
105211,-0.060005123129648265,-0.14661826257176097,-0.009520894248991826,-0.05916673970011184,0.016727132982421285,-0.010916136196027142,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,172,5,1
105212,-0.06439931305427049,-0.1351775478070343,-0.04255804759555287,-0.05209376340671866,0.00937306209323785,-0.001978658622033497,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,173,5,1
105213,-0.037045361182157885,-0.1864014208888805,0.012741696573003903,-0.06046534639807073,-0.003292003751717467,-0.01091471413106709,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,174,5,1
105214,0.009352703053898829,-0.3117276006436502,0.012281423730733886,-0.02054610527575044,-0.02157488162851587,-0.033796873444409174,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,175,5,1
105215,-0.003088632853415112,-0.2479617211935138,-0.04312790491961954,0.034563330527344976,-0.029206013022664214,-0.01067904081839446,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,176,5,1
105216,-0.04185095604062751,-0.09603421762109227,-0.09933246875108723,0.05051792853623394,0.0007128433567465935,0.0065138210182917695,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,177,5,1
105217,-0.04624767427269153,0.09426652078247508,-0.046705729871166696,-0.01323408220980725,0.0024245963959808187,-0.0008479043003148026,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,178,5,1
105218,0.004367029869047896,-0.07575091583737134,-0.059874039230198906,-0.012340106436502886,0.01952186692520158,-0.027160278266955315,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,179,5,1
105219,0.022955580127638445,0.07823375874091419,-0.02976826663295426,-0.03829597388708236,0.02038364268842612,-0.02903018034890041,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,180,5,1
105220,-0.06197695058894987,0.1728188536434705,-0.11416857820405732,-0.08629805188699455,0.011212096148571708,-0.01038603780429554,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,181,5,1
105221,0.004341035621145548,0.05454872853823699,-0.11347985051930026,-0.10231176978270412,0.0064982376236858465,-0.03173215624372935,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,182,5,1
105222,-0.026066720886249707,0.15102353475494307,-0.063449180632829,-0.09362061809529096,-0.013718343731315068,-0.004804022608731202,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,183,5,1
105223,0.010554943340279935,0.12247159212673155,-0.10449345770642268,-0.12509985996008854,-0.021121996577078427,-0.0148068871986059,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,184,5,1
105224,0.0002264501225520983,0.0454460622181722,-0.17090595710574846,-0.11927714924424099,-0.01868014874166777,-0.02418921221475029,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,185,5,1
105225,0.01222532092984532,0.10528334997544667,-0.15303785501749337,-0.1063759289689166,-0.02010247821708673,-0.031511963273014025,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,186,5,1
105226,-0.03549637840577134,0.28701189844693614,-0.1685910274889061,-0.15120589071657042,-0.0386182434867485,-0.012565628402617636,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,187,5,1
105227,0.039559398422687374,0.18746821334596242,-0.27689250015745875,-0.13775893535464703,-0.04649417890517282,-0.014541798657228298,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,188,5,1
105228,0.07054319581613457,0.1437250721642396,-0.2162835772745159,-0.15088466176413048,-0.046902571465155043,-0.008395585900507641,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,189,5,1
105229,0.05926632057465191,0.2780945533168363,-0.31612283192495066,-0.169708253711233,-0.017583159981972706,0.002042236090620965,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,190,5,1
105230,0.07899965442282898,0.25901948088949417,-0.33930308677704646,-0.21800168342707404,0.0004580839036711186,-0.010474582315574483,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,191,5,1
105231,0.08425033413919113,0.08780490584796084,-0.32202658431873193,-0.20530083806236155,-0.0035154956872913996,0.006702330169764392,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,192,5,1
105232,0.029331816262867415,0.06884102710491805,-0.3085085525589228,-0.17307799837514126,0.001448261960433156,-0.024226739339618622,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,193,5,1
105233,0.13467296109475205,0.067980218388014,-0.2755322592318958,-0.13782666756883374,0.016348977188277034,-0.014158767257762404,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,194,5,1
105234,0.08545418642219024,0.13059157460764975,-0.25836853270917504,-0.11942249807698457,0.010454817693387172,0.008801883716322824,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,195,5,1
105235,0.05954115987492164,0.13057017416048722,-0.26172393716507125,-0.1457739361432452,0.01745487697683095,-0.005641529290125846,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,196,5,1
105236,0.08784934381909332,-0.05010288812664966,-0.18893967579130877,-0.12360436988545856,0.028838183910292126,-0.01229325037479129,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,197,5,1
105237,0.13224916748937762,-0.10386338281172625,-0.20354845107755232,-0.05332672569142158,0.04488303163902052,-0.011420370742274352,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,198,5,1
105238,0.18811092234785035,-0.13449248233876301,-0.2819780789594477,-0.020946281861648805,0.05063224504708057,0.02647412786360682,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,199,5,1
105239,0.16417951855169863,-0.12182539492397235,-0.2747463234777664,0.025315313714738785,0.05534452018776857,0.04694401868872029,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,200,5,1
105240,0.14049275423928306,0.007900721181839114,-0.3132954794723273,0.05801488667919247,0.0590917950188837,0.11629843929243165,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,201,5,1
105241,0.20365017264319005,-0.15267556454230558,-0.22194757195102266,0.09397188092427977,0.07140412444152698,0.11679313623450467,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,202,5,1
105242,0.0559855237550942,-0.15869792257830184,-0.22904040385696672,0.11329089350869148,0.06557507619637605,0.1429894583499806,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,203,5,1
105243,0.12063375343104449,-0.4575960831339313,-0.14254345617020658,0.20094834064620376,0.07408132046245412,0.19553597299278824,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,204,5,1
105244,0.2690815678327912,-0.6251563164054619,-0.1735470352796957,0.3619544718344199,0.11474741677212125,0.23003377136002806,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,205,5,1
105245,0.31273743937748366,-0.31982182821054145,-0.19694804437647156,0.3898728848108622,0.16268612522889023,0.3013389442382758,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,206,5,1
105246,0.15474452786982484,-0.38122702666920677,-0.0784185814711204,0.35887786905625885,0.21840108622320728,0.35094378114952696,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,207,5,1
105247,-0.03539477232664144,-0.47200467268070273,0.11624109845344631,0.4304501670877567,0.19671555525488996,0.35716718558412475,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,208,5,1
105248,-0.12768121494022575,0.014509327165610595,0.22039088079919286,0.4830483592445678,0.16295396329575865,0.3442972989552081,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,209,5,1
105249,-0.47642180772518467,0.3478302803749976,0.4869338657681266,0.4619390646883716,0.10772463746670388,0.2876804562704717,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,210,5,1
105250,-0.4130767624013315,0.3767894925307721,0.6480812582027129,0.2914297020103507,0.03171961688885834,0.21016419110188464,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,211,5,1
105251,-0.41512562660583363,0.1663627940073976,0.8087164552385284,0.1791766862452485,-0.01285686167439039,0.15299835864895484,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,212,5,1
105252,-0.07993793714556781,-0.03718709337399405,1.0197165499948695,0.20482530639891003,-0.03146375342394127,0.11688487791903553,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,213,5,1
105253,-0.6121422094484591,-0.04501267822503929,1.0652844669286166,0.1607579190146453,-0.0643398590088367,0.05836225618567531,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,214,5,1
105254,-0.41490848649364187,-0.25862100553691475,1.055456839613402,0.19654658091677307,-0.1999148525664255,-0.00828581600680985,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,215,5,1
105255,-0.23231409744255074,-0.44943344910310445,0.8874643117285397,0.29178180777741786,-0.12126629042367129,0.012615767140368307,../data/original/UCI/RawData/gyro_exp09_user05.txt,5,9,216,5,1
